SEC	50	50	50	66.67	25	42.86	NaN	NaN	NaN	
SED	37.5	50	43.75	0	100	50	NaN	NaN	NaN	
SFC	58.73	38.71	48.8	74.07	46.43	60	100	100	100	
SFI	44.83	53.33	49.15	50	76.92	64	NaN	NaN	NaN	
SFN	35	57.5	46.25	40	57.14	48.78	0	100	66.67	
SGC	55.1	40.82	47.96	61.9	50	55.81	100	50	66.67	
SGD	36.36	58.82	47.76	56.25	37.5	46.88	100	NaN	100	
SGH	45.63	52.43	49.03	54.9	40.38	47.57	60	NaN	60	
SGT	39.29	55.56	47.27	38.46	46.15	42.31	NaN	50	50	
SHB	9.09	75	43.48	0	87.5	46.67	NaN	NaN	NaN	
SHC	45.95	52.63	49.33	45	55	50	NaN	NaN	NaN	
SHI	66.67	33.33	50	66.67	33.33	50	NaN	NaN	NaN	
SHN	66.67	66.67	66.67	50	0	25	NaN	NaN	NaN	
SHS	30	50	40	20	50	36.36	NaN	NaN	NaN	
SIC	47.06	60	53.62	42.86	57.14	50	NaN	NaN	NaN	
SJ1	34.04	57.45	45.74	52.63	50	51.28	100	100	100	
SJC	56	36	46	63.64	50	56.52	100	0	50	
SJD	42.42	54.55	48.48	33.33	60	46.67	NaN	NaN	NaN	
SJE	51.61	65.62	58.73	50	50	50	NaN	NaN	NaN	
SJM	63.16	50	56.76	40	60	50	NaN	NaN	NaN	
SJS	52.78	48.65	50.68	31.82	52.17	42.22	NaN	50	50	
SKS	45.45	36.36	40.91	50	42.86	46.15	NaN	NaN	NaN	
SMC	41.38	50	45.76	50	58.82	54.55	0	NaN	0	
SME	100	0	60	100	0	50	NaN	NaN	NaN	
SMT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
SNG	47.22	56.76	52.05	38.89	68.42	54.05	NaN	100	100	
SPM	NaN	100	100	NaN	100	100	NaN	NaN	NaN	
SPP	57.14	40	48.78	66.67	71.43	69.23	NaN	100	100	
SQC	28.57	42.86	35.71	0	66.67	40	NaN	NaN	NaN	
SRA	60.87	43.48	52.17	33.33	50	41.67	0	0	0	
SRB	57.89	50	54.05	63.64	45.45	54.55	NaN	NaN	NaN	
SRC	71.43	33.33	53.85	25	75	50	NaN	NaN	NaN	
SRF	40	40	40	50	50	50	NaN	NaN	NaN	
SSC	51.79	49.12	50.44	61.54	48.15	54.72	66.67	0	50	
SSI	47.06	51.43	49.28	60	56.25	58.06	NaN	100	100	
SSM	62.5	41.18	51.52	60	83.33	72.73	0	NaN	0	
SSS	48	53.85	50.98	42.86	57.14	50	NaN	100	100	
ST8	43.48	62.5	53.19	30	63.64	47.62	NaN	NaN	NaN	
STB	45.95	65.79	56	37.5	62.5	50	100	NaN	100	
STC	47.06	64.71	55.88	50	38.89	44.44	NaN	0	0	
STG	66.67	33.33	50	100	0	50	NaN	NaN	NaN	
STL	46.15	53.85	50	62.5	37.5	50	NaN	NaN	NaN	
STP	52.94	48.57	50.72	47.37	42.11	44.74	0	0	0	
SVC	40	62.86	51.43	46.15	57.14	51.85	NaN	NaN	NaN	
SVI	70	25	47.5	53.85	15.38	34.62	NaN	0	0	
SVS	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
SZL	41.18	62.5	51.52	40	54.55	47.62	NaN	NaN	NaN	
TAC	46.67	48.39	47.54	53.33	62.5	58.06	NaN	NaN	NaN	
TAG	66.67	66.67	66.67	0	0	0	NaN	NaN	NaN	
TAS	0	100	50	0	66.67	40	NaN	NaN	NaN	
TBC	48.57	68.57	58.57	35.29	82.35	58.82	0	100	66.67	
TBX	75	30	52.5	63.64	27.27	45.45	100	100	100	
TC6	30.43	43.48	36.96	25	61.54	44	NaN	NaN	NaN	
TCL	33.33	33.33	33.33	33.33	66.67	50	NaN	NaN	NaN	
TCM	46.15	53.85	50	36.36	54.55	45.45	NaN	NaN	NaN	
TCR	33.33	65	49.37	37.5	58.82	48.48	NaN	NaN	NaN	
TCS	62.5	37.5	50	45.45	27.27	36.36	0	NaN	0	
TCT	41.18	61.76	51.47	61.54	78.57	70.37	0	NaN	0	
TDC	100	100	100	0	0	0	NaN	NaN	NaN	
TDH	27.59	66.67	47.46	44.44	57.89	51.35	NaN	50	50	
TDN	63.16	36.84	50	27.27	50	39.13	0	100	50	
TET	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	
TH1	40	75	55.56	25	50	37.5	0	NaN	0	
THB	64.71	38.89	51.43	45.45	54.55	50	0	NaN	0	
THT	71.43	33.33	51.72	37.5	50	43.75	NaN	NaN	NaN	
TIC	66.67	40	54.55	25	50	37.5	NaN	NaN	NaN	
TIE	60	66.67	63.64	50	0	25	NaN	NaN	NaN	
TIX	25	75	50	66.67	33.33	50	NaN	NaN	NaN	
TJC	48.15	62.96	55.56	53.85	76.92	65.38	NaN	NaN	NaN	
TKC	66.67	75	71.43	66.67	50	57.14	NaN	NaN	NaN	
TKU	48.78	57.5	53.09	61.11	61.11	61.11	NaN	NaN	NaN	
TLC	37.93	62.07	50	50	50	50	100	NaN	100	
TLG	100	100	100	100	0	50	NaN	NaN	NaN	
TLH	0	100	66.67	NaN	100	100	NaN	NaN	NaN	
TLT	44.44	51.35	47.95	42.86	57.14	50	NaN	100	100	
TMC	51.43	57.14	54.29	43.75	70.59	57.58	NaN	100	100	
TMP	22.22	70	47.37	28.57	50	40	NaN	0	0	
TMS	48.08	47.62	47.85	33.33	61.22	47.42	NaN	33.33	33.33	
TMT	50	75	62.5	100	50	66.67	NaN	NaN	NaN	
TMX	57.14	42.86	50	66.67	75	71.43	NaN	NaN	NaN	
TNA	38.78	61.22	50	39.13	58.33	48.94	NaN	100	100	
TNC	36.67	73.33	55	50	50	50	100	NaN	100	
TNG	34.78	59.09	46.67	57.14	28.57	42.86	100	NaN	100	
TNT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
TPC	29.63	55.56	42.59	25	61.54	44	NaN	NaN	NaN	
TPH	56.67	56.67	56.67	56.25	56.25	56.25	NaN	NaN	NaN	
TPP	53.33	57.14	55.17	70	40	55	NaN	NaN	NaN	
TRA	42.86	50	46.43	37.5	88.89	64.71	NaN	100	100	
TRC	37.04	61.54	49.06	50	64.29	57.14	NaN	100	100	
TRI	33.68	63.54	48.69	34.78	63.04	48.91	100	66.67	80	
TS4	46	46	46	45	50	47.5	50	100	60	
TSC	26.92	77.78	52.83	50	84.62	68	NaN	100	100	
TSM	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
TST	45.83	56.52	51.06	41.67	33.33	37.5	0	NaN	0	
TTC	42.86	61.76	52.17	57.14	42.86	50	NaN	0	0	
TTF	42.86	57.14	50	50	60	55	NaN	NaN	NaN	
TTP	42.42	51.52	46.97	38.89	57.89	48.65	50	NaN	50	
TV2	42.86	16.67	30.77	50	16.67	33.33	0	NaN	0	
TV3	33.33	33.33	33.33	66.67	33.33	50	100	NaN	100	
TV4	68.42	47.37	57.89	87.5	50	68.75	NaN	NaN	NaN	
TXM	40.62	59.38	50	58.82	35.29	47.06	NaN	NaN	NaN	
TYA	35.42	65.31	50.52	32	61.54	47.06	0	100	33.33	
UDC	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
UIC	51.85	51.85	51.85	41.67	61.54	52	100	NaN	100	
UNI	54.29	51.43	52.86	66.67	52.63	59.46	100	NaN	100	
V11	71.43	35.71	53.57	75	37.5	56.25	NaN	NaN	NaN	
V12	75	0	37.5	66.67	33.33	50	100	NaN	100	
V15	100	0	50	100	0	50	NaN	NaN	NaN	
V21	0	100	50	0	0	0	NaN	NaN	NaN	
VBC	100	0	57.14	50	0	25	NaN	NaN	NaN	
VBH	31.25	60.42	45.83	29.63	44.44	37.04	100	100	100	
VC1	60	22.22	42.11	80	60	70	NaN	NaN	NaN	
VC2	53.33	58.06	55.74	53.33	62.5	58.06	NaN	100	100	
VC3	44	48	46	66.67	46.15	56	NaN	NaN	NaN	
VC5	62.5	37.5	50	76.92	53.85	65.38	NaN	100	100	
VC6	59.09	40.91	50	58.33	41.67	50	100	NaN	100	
VC7	45.45	63.64	54.55	45.45	25	34.78	NaN	0	0	
VC9	50	66.67	58.33	33.33	33.33	33.33	NaN	NaN	NaN	
VCB	11.11	77.78	44.44	0	50	25	NaN	NaN	NaN	
VCC	72.73	18.18	45.45	57.14	14.29	35.71	NaN	NaN	NaN	
VCG	47.37	68.42	57.89	50	55.56	52.94	100	NaN	100	
VCH	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
VCM	0	100	50	NaN	NaN	NaN	NaN	NaN	NaN	
VCR	0	100	50	0	100	50	NaN	NaN	NaN	
VCS	40.74	51.85	46.3	40	56.25	48.39	100	50	66.67	
VDL	53.33	41.38	47.46	56.52	34.78	45.65	0	100	33.33	
VDS	0	100	50	0	50	33.33	NaN	NaN	NaN	
VE1	61.11	50	55.56	77.78	44.44	61.11	100	NaN	100	
VE2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
VE3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
VE9	62.5	45.83	54.17	50	43.75	46.88	NaN	NaN	NaN	
VES	100	0	50	100	0	50	NaN	NaN	NaN	
VFC	52.78	52.78	52.78	44.44	66.67	55.56	NaN	100	100	
VFG	0	66.67	28.57	50	33.33	40	NaN	NaN	NaN	
VFMVF1	50	58.7	54.35	43.75	75	59.38	NaN	NaN	NaN	
VFMVF4	47.62	61.9	54.76	55.56	60	57.89	NaN	NaN	NaN	
VFR	40.62	69.7	55.38	64.29	42.86	53.57	NaN	100	100	
VGP	53.06	48.98	51.02	62.5	47.06	54.55	50	NaN	50	
VGS	50	50	50	50	57.14	53.85	NaN	NaN	NaN	
VHC	38.46	46.15	42.31	46.15	38.46	42.31	50	NaN	50	
VHG	60	70	65	50	50	50	100	NaN	100	
VHH	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
VHL	78.57	20	48.28	70	20	45	100	NaN	100	
VIC	50	56.52	53.19	46.67	73.33	60	NaN	100	100	
VID	51.61	70.97	61.29	50	55.56	52.78	100	100	100	
VIG	33.33	100	71.43	0	50	28.57	NaN	NaN	NaN	
VIP	43.33	76.67	60	26.67	60	43.33	100	NaN	100	
VIS	41.18	64.71	52.94	42.86	53.33	48.28	NaN	100	100	
VIT	40	25	33.33	50	80	66.67	NaN	100	100	
VIX	0	100	50	33.33	75	57.14	NaN	NaN	NaN	
VKP	46.67	64.29	55.17	22.22	44.44	33.33	NaN	NaN	NaN	
VLA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
VMC	48.48	60.61	54.55	56.25	47.06	51.52	100	100	100	
VMG	50	75	62.5	66.67	33.33	50	NaN	NaN	NaN	
VNA	50	42.86	46.43	60	45.45	52.38	0	NaN	0	
VNC	44.44	59.46	52.05	53.85	61.54	57.69	NaN	NaN	NaN	
VND	100	100	100	0	100	50	NaN	NaN	NaN	
VNE	50	60	55	72.73	36.36	54.55	100	NaN	100	
VNG	100	0	50	100	25	62.5	100	NaN	100	
VNH	0	0	0	100	50	66.67	NaN	0	0	
VNI	25	87.5	56.25	0	75	37.5	NaN	NaN	NaN	
VNL	14.29	75	46.67	0	83.33	45.45	NaN	NaN	NaN	
VNM	54.76	60.47	57.65	57.89	57.89	57.89	NaN	100	100	
VNR	44	50	47	43.48	52.17	47.83	0	NaN	0	
VNS	47.06	64.71	55.88	54.55	58.33	56.52	NaN	NaN	NaN	
VNT	45.45	40	42.86	40	60	50	NaN	NaN	NaN	
VPH	14.29	62.5	40	66.67	50	57.14	NaN	NaN	NaN	
VPK	44.44	65.38	54.72	56.25	56.25	56.25	NaN	100	100	
VPL	38.46	73.08	55.77	23.08	76.92	50	NaN	NaN	NaN	
VRC	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
VSC	41.67	50	45.83	71.43	71.43	71.43	NaN	100	100	
VSG	54.55	33.33	44.19	62.5	37.5	50	NaN	NaN	NaN	
VSH	47.73	48.89	48.31	50	68.42	59.46	NaN	NaN	NaN	
VSP	40.62	66.67	53.85	42.86	66.67	55.17	NaN	NaN	NaN	
VST	85.71	26.67	55.17	63.64	16.67	39.13	NaN	0	0	
VTA	37.5	62.5	50	37.5	68.75	53.12	NaN	50	50	
VTB	26.83	70.73	48.78	55.56	55.56	55.56	100	100	100	
VTC	45.83	56.34	51.05	51.35	45.95	48.65	100	100	100	
VTL	46.43	41.07	43.75	48	38.46	43.14	33.33	0	20	
VTO	56	60	58	54.55	54.55	54.55	100	100	100	
VTS	55.56	55.56	55.56	60	57.14	58.54	NaN	66.67	66.67	
VTV	39.39	51.52	45.45	35.29	64.71	50	NaN	100	100	
VXB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
WSS	0	75	37.5	0	66.67	33.33	NaN	NaN	NaN	
XMC	44.44	37.04	40.74	54.55	63.64	59.09	0	NaN	0	
YBC	51.85	44.44	48.15	61.54	42.86	51.85	NaN	NaN	NaN	
YSC	26.32	64.86	45.33	36.36	50	43.18	0	50	25	
^AEX	60.56	38.32	49.41	63.44	41.94	52.69	66.67	100	80	
^AORD	62.59	37.41	50	60.8	46.4	53.6	0	NaN	0	
^ATX	56.63	37.24	46.94	60.71	40.48	50.6	16.67	NaN	16.67	
^BFX	59.22	42.23	50.73	57.58	50.51	54.04	66.67	20	45.45	
^BSESN	62.79	36.15	49.42	58.46	52.31	55.38	100	66.67	80	
^CCSI	69.09	25.45	47.27	70.21	39.58	54.74	NaN	100	100	
^DJI	59.09	40.42	49.75	56.67	43.54	50.11	54.55	61.54	57.14	
^FCHI	55.51	45.08	50.28	63.71	40.32	52.02	64.29	20	52.63	
^FTSE	60.32	37.14	48.73	61.11	35.86	48.44	60	0	33.33	
^GDAXI	59.47	37	48.24	60.87	39.13	50	50	NaN	50	
^GSPC	62.76	38.37	50.56	63.58	37.86	50.72	58.82	15.38	40	
^HASTC	45.45	50	47.73	53.33	80	66.67	0	100	50	
^HSI	59.92	39.3	49.61	66.4	40	53.2	83.33	33.33	66.67	
^IXIC	60.09	41.92	51	58.97	48.21	53.59	55.56	66.67	60	
^JKSE	59.09	40.15	49.62	64.15	49.06	56.6	100	100	100	
^KLSE	55.88	44.12	50	58.75	50	54.37	80	NaN	80	
^KS11	52.9	40.38	46.62	58.82	47.06	52.94	66.67	0	33.33	
^MIBTEL	52.34	49.07	50.7	48.94	48.94	48.94	100	NaN	100	
^N225	53.33	47.37	50.35	52.63	48.87	50.75	75	75	75	
^NYA	62.3	37.9	50.1	60.08	40.31	50.19	64.29	25	46.15	
^NZ50	54.55	38.81	46.62	60	53.85	56.86	0	NaN	0	
^OMXSPI	60.91	34.55	47.73	54.9	47.06	50.98	NaN	100	100	
^OSEAX	58.82	39.22	49.02	60	43.9	51.85	33.33	100	60	
^SMSI	54.72	40.74	47.66	57.89	57.89	57.89	100	100	100	
^SSEC	51.72	47.26	49.48	50.82	53.23	52.03	66.67	50	60	
^SSMI	61.16	40	50.56	59.83	42.37	51.06	44.44	20	35.71	
^STI	52.26	47.52	49.9	51.28	49.57	50.43	33.33	50	42.86	
^TA100	54.26	39.84	47.08	50.91	49.09	50	100	50	66.67	
^TWII	54.61	50.35	52.48	58.9	47.95	53.42	80	20	50	
^VNINDEX	50.57	55.68	53.14	56.67	53.33	55	NaN	100	100	
___HHG	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
