124	123.494099924488
124	123.773895239314
125	123.91380550317
124	124.57154417126
126	124.230915205108
126	125.280768211226
125	125.7254391058
125	125.300798550208
122	125.140567219877
120	123.29419289039
121	120.812811943794
119	120.914714831284
116	119.772335758144
117	116.760938691687
120	116.89762935824
121	119.487617878116
119	120.646600359144
119	119.664544794462
119	119.252656366627
118	119.100282819563
118	118.44679543214
119	118.171349225122
118	118.64072758596
118	118.264818680304
120	118.088750337117
120	119.190076967818
118	119.640584889536
119	118.671795595244
120	118.780895137613
118	119.76765743326
119	118.821720991679
121	118.857578683175
121	120.353854407299
121	120.88010456091
120	120.989066827068
120	119.939475352567
122	120.163549082038
123	121.240032272795
124	122.688094633651
124	124.102055769061
123	124.198567973239
123	123.395229713581
122	123.213710597594
121	122.806017961793
122	122.472870277588
120	121.791392690846
121	118.773342771086
121	120.72783019626
119	120.949007998987
120	119.489646927014
117	119.904899728791
115	116.324847082689
115	115.756514974276
117	115.292465513617
114	116.307844881505
115	114.938648004446
116	114.9628854236
118	115.827831195295
119	117.618636043261
121	118.674309202251
118	120.555268344488
120	119.04038205981
120	119.576848982454
118	119.813650633148
120	118.738089449184
119	119.465419298104
116	119.197302802272
116	116.650603793285
118	116.229738840633
118	117.137350305002
118	117.695793638201
117	117.861039109245
116	117.345898840248
116	116.365237578582
117	116.110883698504
116	116.644035658881
116	116.266065428675
116	116.102712983409
117	116.039376454036
118	116.607662764536
116	117.64484346498
118	116.718810490115
117	117.420610089032
117	117.192973284357
117	117.073364105837
117	117.026883591383
116	116.606885717504
115	116.510244799292
115	115.576086547258
116	115.321918041418
116	115.443456381856
117	115.837717898799
117	116.443740236064
116	116.501562358718
116	116.353488100712
118	116.157859203866
116	117.239307947711
118	116.514406827344
117	117.383747890121
120	117.166176364585
119	117.134289847843
119	119.993830441862
119	119.16950771626
119	119.061055720333
120	118.969271536358
118	120.360999094215
119	119.010088431832
118	118.921902807822
119	118.353803555938
119	118.746655911222
119	118.899925370597
119	118.964832258827
119	118.990793327925
119	119.426642152666
119	119.002325450858
119	118.999828316816
120	119.000762415614
120	119.60022729954
118	119.846118008552
118	118.74135041452
119	118.286413983136
114	118.709837488528
115	115.89160500905
115	115.328894815506
116	115.12502436704
117	115.646608807312
117	116.708959769595
117	116.883936858264
117	116.954813721399
117	116.974711617649
116	116.995413233746
116	116.408792106687
116	116.154451319145
115	116.057270434878
116	115.42431396048
116	115.761946296292
115	115.9075271114
115	115.382189126842
115	115.124930537744
115	115.026112663698
115	115.031350416055
115	115.054671845169
115	114.980093168975
114	114.995247164527
114	114.500716718458
113	114.230914700241
114	113.531808652424
114	113.757959058548
114	113.902248990403
114	113.942666142198
115	113.969691281524
114	114.58156072299
114	114.238776918113
114	114.090535111304
114	114.025918083593
114	113.988120499203
113	114.004223353132
113	113.441046236341
113	113.130779943505
111	113.216985181418
112	111.836965657035
112	111.925737706134
113	111.966874030175
115	112.582556118937
115	114.521965442256
115	114.816917456181
115	114.931137680259
115	114.973354904443
115	114.990142991236
114	114.99591498049
114	114.400529297976
114	114.154872644514
114	114.05923591043
114	114.024181630917
113	114.008384224392
113	113.403774469998
113	113.155297892508
113	113.060278449324
114	113.022126637855
109	113.609027891979
111	110.851578358497
110	110.912080783198
110	110.36512259129
107	110.140881818442
107	108.257514194693
110	107.483007003002
113	108.957465693724
110	112.090569499758
110	110.869633754287
110	110.344623436553
110	110.128019432627
109	110.046295657743
111	109.414902763321
111	110.336034804748
111	110.740438509365
112	110.887588984118
112	111.550281301016
114	111.799822256307
