MaCK,Ngay,GiaMoCua,GiaCaoNhat,GiaThapNhat,GiaDongCua,KhoiLuongGD,GiaTran,GiaSan,GiaThamChieu,TangGiam,%,GDThoaThuan,NNMua,NNBanCOM,SMA5,SMA10,SMA20,SMA50,GUESS_SMA5_SMA20,GUESS_SMA10_SMA50,CCI
FPT,10/12/2009 12:00:00 AM,87.5,88.5,87,87.5,592020,90.5,82.5,86.5,1,1.16,0,91690,112320,89.7,89.7,87.2,81.53,null,null,0.48333
FPT,10/9/2009 12:00:00 AM,87,87.5,86,86.5,562390,90.5,82.5,86.5,0,0,0,290930,135310,88.7,89.4,87.425,81.92,null,null,-0.600043
FPT,10/8/2009 12:00:00 AM,87,87,85.5,86.5,246850,90.5,82.5,86.5,0,0,0,38910,102790,87.4,89,87.525,82.25,null,null,-1.046802
FPT,10/7/2009 12:00:00 AM,85,87,84.5,86.5,336950,87,79,83,3.5,4.22,0,80520,83790,86.9,88.75,87.75,82.54,null,null,-1.477939
FPT,10/6/2009 12:00:00 AM,84,85,82.5,83,339770,86.5,78.5,82.5,0.5,0.61,0,167210,86770,86,88,87.85,82.71,False,null,-3.95532
FPT,10/5/2009 12:00:00 AM,83,84,81.5,82.5,774310,86.5,78.5,82.5,0,0,0,295050,289950,85,87.35,87.875,82.88,null,null,-4.95507
FPT,10/2/2009 12:00:00 AM,81.5,83.5,81,82.5,686700,89,81,85,-2.5,-2.94,0,267120,295270,84.2,86.45,87.7,83.09,null,null,-5.524525
FPT,10/1/2009 12:00:00 AM,86.5,86.5,85,85,620340,90.5,82.5,86.5,-1.5,-1.73,0,340250,366600,83.9,85.65,87.7,83.33,null,null,-2.433801
FPT,9/30/2009 12:00:00 AM,86.5,87.5,86,86.5,905310,90.5,82.5,86.5,0,0,0,506340,716010,83.9,85.4,87.65,83.59,null,null,-1.268026
FPT,9/29/2009 12:00:00 AM,87.5,87.5,86,86.5,894270,91,83,87,-0.5,-0.57,0,381300,478390,84.6,85.3,87.575,83.79,null,null,-1.265831
FPT,9/28/2009 12:00:00 AM,87,88,86.5,87,889040,91,83,87,0,0,0,287100,605030,85.5,85.25,87.475,83.98,null,null,-0.6453407
FPT,9/25/2009 12:00:00 AM,87,87.5,86.5,87,643170,91,83,87,0,0,0,247980,425100,86.4,85.3,87.35,84.2,null,null,-0.7672622
FPT,9/24/2009 12:00:00 AM,88,88,86.5,87,422860,92,84,88,-1,-1.14,0,136650,143790,86.8,85.35,87.175,84.42,True,null,-0.3648643
FPT,9/23/2009 12:00:00 AM,89.5,90,88,88,831800,93,85,89,-1,-1.12,0,169610,251310,87.1,85.5,87.125,84.62,null,null,2.001093
FPT,9/22/2009 12:00:00 AM,88,91.5,88,89,460640,94.5,85.5,90,-1,-1.11,0,88250,76280,87.6,86.1,87.05,84.81,null,null,3.399451
FPT,9/21/2009 12:00:00 AM,91,91.5,90,90,314940,94.5,85.5,90,0,0,100000,78350,21940,88.2,86.85,87.1,85.02,null,null,5.211829
FPT,9/18/2009 12:00:00 AM,88,90,88,90,607370,94.5,85.5,90,0,0,150000,281970,127550,88.8,87.6,87.025,85.3,null,null,3.384786
FPT,9/17/2009 12:00:00 AM,88,90.5,86,90,973080,91,83,87,3,3.45,0,620400,35100,89.4,88.1,86.875,85.65,null,null,2.977584
FPT,9/16/2009 12:00:00 AM,90,90,86.5,87,931000,94.5,85.5,90,-3,-3.33,0,230250,64780,89.2,88.15,86.775,85.87,null,null,1.644659
FPT,9/15/2009 12:00:00 AM,92,92,88.5,90,745520,92,84,88,2,2.27,0,46040,189430,89.4,88.5,86.9,86.07,null,null,5.849931
FPT,9/14/2009 12:00:00 AM,87,88,86.5,88,1027940,88,80,84,4,4.76,65000,594600,19250,89,88.6,86.925,86.19,null,null,0.8414643
FPT,9/11/2009 12:00:00 AM,84.5,85,84,84,451540,88.5,80.5,84.5,-0.5,-0.59,20000,321440,2830,87.8,88.3,86.8,86.19,null,null,-4.552077
FPT,9/10/2009 12:00:00 AM,84.5,84.5,81,84.5,333480,88,80,84,0.5,0.6,0,217490,8650,86.7,88.05,86.7,86.2,null,null,-6.20223
FPT,9/9/2009 12:00:00 AM,84,84.5,82,84,361920,87,79,83,1,1.2,0,111240,0,86.1,87.65,86.575,86.22,null,null,-5.818623
FPT,9/8/2009 12:00:00 AM,83,83.5,82,83,269040,86,78,82,1,1.22,0,59880,6500,84.7,87.05,86.575,86.23,null,null,-6.921043
FPT,9/7/2009 12:00:00 AM,82,82,80,82,594460,88,80,84,-2,-2.38,0,93230,80090,83.5,86.25,86.55,86.23,False,null,-9.521642
FPT,9/4/2009 12:00:00 AM,84,86,84,84,669090,89.5,81.5,85.5,-1.5,-1.75,20000,367480,18780,83.5,85.65,86.625,86.23,null,null,-3.343171
FPT,9/3/2009 12:00:00 AM,85.5,87,85,85.5,616240,91.5,83.5,87.5,-2,-2.29,0,343300,102630,83.7,85.2,86.65,86.26,null,null,-1.369215
FPT,9/2/2009 12:00:00 AM,0,0,0,87.5,0,93,85,87.5,0,0,0,0,0,84.4,85.25,86.7,86.37,True,null,-97.4667
FPT,9/1/2009 12:00:00 AM,87.5,88.5,87,87.5,411450,93,85,89,-1.5,-1.69,200000,177610,196890,85.3,85,86.75,86.52,null,null,23.37059
FPT,8/31/2009 12:00:00 AM,89,89,88,89,380650,91,83,87,2,2.3,0,123770,35850,86.7,85.1,86.85,86.67,null,null,23.78912
FPT,8/28/2009 12:00:00 AM,86,87,85,87,418120,90,82,86,1,1.16,0,100530,310,87.3,85.4,86.85,86.77,null,null,10.02736
FPT,8/27/2009 12:00:00 AM,85.5,86,83.5,86,877910,90,82,86,0,0,0,277780,13570,87.4,85.55,86.8,86.8,null,null,4.935916
FPT,8/26/2009 12:00:00 AM,86.5,87,85,86,495630,91,83,87,-1,-1.15,0,324210,38660,87.1,85.75,86.7,86.88,null,null,8.127497
FPT,8/25/2009 12:00:00 AM,87.5,90,87,87,575740,90.5,82.5,86.5,0.5,0.58,0,159110,99280,87,86.15,86.6,87,null,null,15.51415
FPT,8/24/2009 12:00:00 AM,83,86.5,83,86.5,857000,86.5,78.5,82.5,4,4.85,50000,327290,65670,86.5,86.6,86.425,87.09,null,null,5.995666
FPT,8/21/2009 12:00:00 AM,81.5,84,81,82.5,499440,84.5,76.5,80.5,2,2.48,0,101310,2330,85.6,86.45,86.05,87.02,null,null,-2.766877
FPT,8/20/2009 12:00:00 AM,81,81,80,80.5,220510,84,76,80,0.5,0.62,175000,113310,0,84.5,85.95,85.575,86.93,null,null,-9.311178
FPT,8/19/2009 12:00:00 AM,79.5,80,79.5,80,350280,82.5,75.5,79,1,1.27,0,150500,6510,83.3,85.2,85.225,86.78,null,null,-11.72635
FPT,8/18/2009 12:00:00 AM,78,79.5,78,79,293950,83,76,79.5,-0.5,-0.63,0,80500,66820,81.7,84.35,84.675,86.6,null,null,-16.27113
FPT,8/17/2009 12:00:00 AM,80,80.5,79.5,79.5,359380,84,76,80,-0.5,-0.62,0,114910,57700,80.3,83.4,84.25,86.41,null,null,-11.22802
FPT,8/14/2009 12:00:00 AM,79,80.5,79,80,223410,84.5,76.5,80.5,-0.5,-0.62,0,74680,29400,79.8,82.7,84.05,86.22,null,null,-9.809208
FPT,8/13/2009 12:00:00 AM,81,81,80,80.5,354750,84,76,80,0.5,0.62,400000,101630,1240,79.8,82.15,83.85,86.02,null,null,-3.12593
FPT,8/12/2009 12:00:00 AM,79.5,80.5,79.5,80,352250,83,76,79.5,0.5,0.63,0,44970,6000,79.8,81.55,83.65,85.84,null,null,-4.841338
FPT,8/11/2009 12:00:00 AM,79,80,79,79.5,169070,83,76,79.5,0,0,0,25210,28240,79.9,80.8,83.475,85.62,null,null,-6.142168
FPT,8/10/2009 12:00:00 AM,78,80,78,79.5,354770,81.5,74.5,78,1.5,1.92,0,67060,2660,79.9,80.1,83.35,85.43,null,null,-6.370538
FPT,8/7/2009 12:00:00 AM,78,78.5,77.5,78,139270,81.5,74.5,78,0,0,0,82140,3000,79.5,79.65,83.05,85.16,null,null,-10.09787
FPT,8/6/2009 12:00:00 AM,77.5,78.5,77.5,78,356890,81,74,77.5,0.5,0.65,0,235540,5090,79,79.4,82.675,84.86,null,null,-8.790498
FPT,8/5/2009 12:00:00 AM,77,77.5,77,77.5,219010,81,74,77.5,0,0,0,110610,5340,78.5,79.15,82.175,84.63,null,null,-10.39211
FPT,8/4/2009 12:00:00 AM,78,78,77,77.5,313400,80,73,76.5,1,1.31,0,185140,80450,78.1,79,81.675,84.43,null,null,-7.406676
FPT,8/3/2009 12:00:00 AM,75.5,77,75.5,76.5,192740,80,73,76.5,0,0,0,124810,25420,77.5,78.7,81.05,84.21,null,null,-9.447185
FPT,7/31/2009 12:00:00 AM,76.5,77,76,76.5,333390,78.5,71.5,75,1.5,2,0,200410,110,77.2,78.35,80.525,84.01,null,null,-9.287705
FPT,7/30/2009 12:00:00 AM,75,75,74,75,192600,78.5,71.5,75,0,0,0,90580,3300,76.6,77.8,79.975,83.78,null,null,-13.57868
FPT,7/29/2009 12:00:00 AM,76,76,75,75,147070,78.5,71.5,75,0,0,70000,106710,3180,76.1,77.3,79.425,83.55,null,null,-12.33576
FPT,7/28/2009 12:00:00 AM,75.5,77,75,75,379050,80.5,73.5,77,-2,-2.6,0,128580,10960,75.6,76.85,78.825,83.39,null,null,-11.63406
FPT,7/27/2009 12:00:00 AM,79,79,76,77,470390,80,73,76.5,0.5,0.65,0,182470,4000,75.7,76.6,78.35,83.28,null,null,-5.532688
FPT,7/24/2009 12:00:00 AM,76.5,76.5,76,76.5,421560,76.5,69.5,73,3.5,4.79,0,170780,3630,75.7,76.45,78.05,83.16,null,null,-8.745005
FPT,7/23/2009 12:00:00 AM,72,73,72,73,214440,75.5,68.5,72,1,1.39,0,84580,7200,75.3,75.95,77.675,82.92,null,null,-24.49778
FPT,7/22/2009 12:00:00 AM,73,73,71.5,72,342760,75.5,68.5,72,0,0,0,198780,1120,74.7,75.4,77.275,82.63,null,null,-28.21709
FPT,7/21/2009 12:00:00 AM,71.5,72,70,72,530220,74,67,70.5,1.5,2.13,0,379940,17780,74.1,74.85,76.925,82.34,null,null,-34.81076
FPT,7/20/2009 12:00:00 AM,71.5,71.5,70.5,70.5,302290,75.5,68.5,72,-1.5,-2.08,0,189950,40000,72.8,74.25,76.475,82.01,null,null,-41.37624
FPT,7/17/2009 12:00:00 AM,72,73,71.5,72,294310,75.5,68.5,72,0,0,0,0,0,71.9,73.8,76.075,81.71,null,null,-38.50318
FPT,7/16/2009 12:00:00 AM,74,74,72,72,229170,75,68,71.5,0.5,0.7,0,140630,14750,71.7,73.5,75.65,81.41,null,null,-38.83109
FPT,7/15/2009 12:00:00 AM,71,72,71,71.5,143930,73.5,66.5,70,1.5,2.14,0,53330,20,71.6,73.15,75.225,81.08,null,null,-64.79467
FPT,7/14/2009 12:00:00 AM,70.5,71,70,70,295060,74.5,67.5,71,-1,-1.41,0,27000,97210,71.2,72.65,74.75,80.7,null,null,-129.6111
FPT,7/13/2009 12:00:00 AM,71,71,70,71,336190,74.5,67.5,71,0,0,0,207430,1300,71.3,72.05,74.325,80.32,null,null,-492.7124
FPT,7/10/2009 12:00:00 AM,70.5,71,70,71,359970,74.5,67.5,71,0,0,0,173820,85850,71.1,71.5,73.975,79.94,False,null,272.7537
FPT,7/9/2009 12:00:00 AM,71,72.5,71,71,216460,75.5,68.5,72,-1,-1.39,0,93960,4080,70.9,71.3,73.625,79.56,null,null,95.91046
FPT,7/8/2009 12:00:00 AM,71.5,72,70.5,72,226360,76,69,72.5,-0.5,-0.69,0,26960,32500,71,71.3,73.35,79.26,null,null,66.91783
FPT,7/7/2009 12:00:00 AM,73,73.5,72,72.5,447350,77,70,73.5,-1,-1.36,0,221020,38440,71.5,71.35,73.1,78.91,True,null,53.32005
FPT,7/6/2009 12:00:00 AM,71,74,70.5,73.5,368720,74,67,70.5,3,4.26,0,209890,3800,72,71.65,72.95,78.62,null,null,-41.31759
FPT,7/3/2009 12:00:00 AM,67.5,70.5,67.5,70.5,342180,72.5,66.5,69.5,1,1.44,0,91550,9440,71.9,71.5,72.65,78.35,null,null,-81.62006
FPT,7/2/2009 12:00:00 AM,68,70,67,69.5,290660,70,64,67,2.5,3.73,0,15350,1550,71.6,71.25,72.375,78.05,null,null,-82.18558
FPT,7/1/2009 12:00:00 AM,67,68,66.5,67,659490,73.5,66.5,70,-3,-4.29,0,272680,72180,70.6,70.8,71.975,77.71,False,null,-90.45508
FPT,6/30/2009 12:00:00 AM,72.5,73,69.5,70,876180,76.5,69.5,73,-3,-4.11,0,446120,56520,70.1,70.8,71.725,77.45,null,null,-22.10961
FPT,6/29/2009 12:00:00 AM,73,73.5,72.5,73,531410,77,70,73.5,-0.5,-0.68,0,411860,72570,70,71,71.525,77.27,null,null,20.9162
FPT,6/26/2009 12:00:00 AM,72,74,72,73.5,549500,75.5,68.5,72,1.5,2.08,0,322910,24180,70.6,71.25,71.375,77.06,null,null,21.08027
FPT,6/25/2009 12:00:00 AM,75,75,71.5,72,1056790,75,68,71.5,0.5,0.7,0,535260,3600,71.1,71.35,71.325,76.79,null,null,14.38342
FPT,6/24/2009 12:00:00 AM,71.5,71.5,71.5,71.5,234300,71.5,65.5,68.5,3,4.38,0,20,50390,72,71.3,71.3,76.47,True,null,1.280558
FPT,6/23/2009 12:00:00 AM,68,69,68,68.5,1071590,75,68,71.5,-3,-4.2,0,245220,222880,71.7,70.9,71.125,76.09,null,null,-14.11578
FPT,6/22/2009 12:00:00 AM,72,72.5,71.5,71.5,693990,78.5,71.5,75,-3.5,-4.67,0,238930,36110,71.4,70.7,71.175,75.74,null,null,3.264299
FPT,6/19/2009 12:00:00 AM,75,75,73.5,75,1487800,75,68,71.5,3.5,4.9,0,143470,12940,71.7,71.15,71.325,75.5,True,null,12.57401
FPT,6/18/2009 12:00:00 AM,71.5,71.5,71.5,71.5,157690,71.5,65.5,68.5,3,4.38,50000,0,16330,71.6,71.35,71.3,75.21,null,null,0.6538652
FPT,6/17/2009 12:00:00 AM,65.5,68.5,65.5,68.5,947180,68.5,62.5,65.5,3,4.58,0,104250,98640,71,71.5,71.15,74.86,null,null,-10.89236
FPT,6/16/2009 12:00:00 AM,65,66.5,65,65.5,1319490,71,65,68,-2.5,-3.68,0,379210,192780,70.4,71.05,70.925,74.43,False,null,-15.65204
FPT,6/15/2009 12:00:00 AM,68,70,67,68,978250,74,67,70.5,-2.5,-3.55,0,127800,78630,69.7,70.55,70.775,74.06,null,null,-7.339936
FPT,6/12/2009 12:00:00 AM,74.5,74.5,70.5,70.5,1008960,77,70,73.5,-3,-4.08,0,220640,27830,68.8,70.25,70.75,73.82,null,null,3.330338
FPT,6/11/2009 12:00:00 AM,73.5,75,73,73.5,1109720,77,70,73.5,0,0,0,120140,403400,69.2,70.4,70.875,73.68,null,null,8.158814
FPT,6/10/2009 12:00:00 AM,74,74.5,73.5,73.5,1249380,80.5,73.5,77,-3.5,-4.55,0,341170,413780,70.2,70.6,70.95,73.55,True,null,7.109801
FPT,6/9/2009 12:00:00 AM,76,78.5,76,77,758270,81,74,77.5,-0.5,-0.65,0,81470,71340,72.5,71.45,71.175,73.51,null,null,13.61183
FPT,6/8/2009 12:00:00 AM,77.5,77.5,77.5,77.5,319760,77.5,70.5,74,3.5,4.73,0,7190,69710,74.4,72.05,71.375,73.47,null,null,12.47838
FPT,6/5/2009 12:00:00 AM,74,74,73,74,769620,74,67,70.5,3.5,4.96,0,178970,117490,75.1,71.95,71.55,73.35,null,null,4.013974
FPT,6/4/2009 12:00:00 AM,70,71.5,69,70.5,642540,72,66,69,1.5,2.17,0,144590,57860,74.5,71.85,71.6,73.15,null,null,-2.21546
FPT,6/3/2009 12:00:00 AM,70,71,69.5,70,626920,73.5,66.5,70,0,0,0,214820,31990,73.8,72,71.75,72.95,null,null,-2.552313
FPT,6/2/2009 12:00:00 AM,71.5,71.5,70,70,1099910,71.5,65.5,68.5,1.5,2.19,0,349190,79200,72.4,72.45,71.75,72.76,null,null,-2.167291
FPT,6/1/2009 12:00:00 AM,66.5,68.5,66.5,68.5,784740,69,63,66,2.5,3.79,0,277210,70390,70.6,72.5,71.525,72.54,null,null,-6.385115
FPT,5/29/2009 12:00:00 AM,66.5,66.5,64.5,66,562790,69,63,66,0,0,0,97670,53600,69,72.05,71.15,72.3,null,null,-10.08111
FPT,5/28/2009 12:00:00 AM,66.5,67,65,66,613980,70,64,67,-1,-1.49,0,99790,21350,68.1,71.3,70.85,72.06,null,null,-9.858542
FPT,5/27/2009 12:00:00 AM,68,68,65,67,658030,70,64,67,0,0,0,194260,56720,67.5,70.65,70.625,71.85,null,null,-8.797371
FPT,5/27/2009 12:00:00 AM,68,68,65,67,658030,70,64,67,0,0,0,194260,56720,66.9,69.65,70.55,71.64,null,null,-8.913845
FPT,5/26/2009 12:00:00 AM,67.5,68.5,66.5,67,741030,69.5,63.5,66.5,0.5,0.75,0,181030,34780,66.6,68.6,70.325,71.45,null,null,-7.380882
FPT,5/25/2009 12:00:00 AM,64,66.5,64,66.5,717520,66.5,60.5,63.5,3,4.72,40000,83300,214190,66.7,67.85,69.9,71.25,null,null,-11.45265
FPT,5/22/2009 12:00:00 AM,63,65,63,63.5,738560,68.5,62.5,65.5,-2,-3.05,0,59500,60300,66.2,67.15,69.5,71.02,null,null,-17.39768
FPT,5/21/2009 12:00:00 AM,65.5,67,65.5,65.5,774240,70,64,67,-1.5,-2.24,0,104670,4000,65.9,66.7,69.35,70.83,null,null,-11.65219
FPT,5/20/2009 12:00:00 AM,66.5,67.5,66,67,1395570,70,64,67,0,0,0,355950,16050,65.9,66.4,69.425,70.67,null,null,-8.620987
FPT,5/19/2009 12:00:00 AM,68,68,66.5,67,1014690,69.5,63.5,66.5,0.5,0.75,0,391980,84910,65.9,66.25,69.375,70.47,null,null,-7.246722
FPT,5/18/2009 12:00:00 AM,66,68,65.5,66.5,605550,69.5,63.5,66.5,0,0,0,142680,26180,65.9,66.3,69.175,70.27,null,null,-8.621556
FPT,5/15/2009 12:00:00 AM,65.5,66.5,64.5,66.5,827290,66.5,60.5,63.5,3,4.72,50000,71790,135340,66.5,66.35,68.825,70.14,null,null,-11.45241
FPT,5/14/2009 12:00:00 AM,62.5,64.5,62,63.5,1708940,68,62,65,-1.5,-2.31,0,498930,271780,66.1,66,68.325,69.97,null,null,-22.29084
FPT,5/13/2009 12:00:00 AM,66.5,68,65,65,1640250,71,65,68,-3,-4.41,0,314320,152290,65.7,65.8,67.725,69.83,null,null,-12.34668
FPT,5/12/2009 12:00:00 AM,66,68,64.5,68,829880,69,63,66,2,3.03,0,269930,13320,65.9,65.9,67.25,69.78,null,null,-7.083456
FPT,5/11/2009 12:00:00 AM,65.5,66.5,64,66,1265940,67,61,64,2,3.13,0,628220,39840,65.8,65.85,66.85,69.66,null,null,-24.19888
FPT,5/8/2009 12:00:00 AM,65,66.5,63.5,64,1373780,66.5,60.5,63.5,0.5,0.79,0,0,0,65.3,65.9,66.525,69.5,null,null,-51.00156
FPT,5/7/2009 12:00:00 AM,63.5,63.5,63,63.5,1002450,63.5,57.5,60.5,3,4.96,0,198340,71390,65.3,65.7,66.2,69.34,null,null,-87.88293
FPT,5/6/2009 12:00:00 AM,61.5,63.5,60.5,60.5,2626470,63.5,57.5,60.5,0,0,0,941280,122200,64.4,65.05,65.725,69.15,null,null,-185.1527
FPT,5/5/2009 12:00:00 AM,60.5,60.5,60.5,60.5,227170,60.5,55.5,58,2.5,4.31,50000,10010,6800,62.9,64.4,65.325,68.94,null,null,-10383.41
