MaCK,Ngay,GiaMoCua,GiaCaoNhat,GiaThapNhat,GiaDongCua,KhoiLuongGD,GiaTran,GiaSan,GiaThamChieu,TangGiam,%,GDThoaThuan,NNMua,NNBanCOM,SMA5,SMA10,SMA20,SMA50,GUESS_SMA5_SMA20,GUESS_SMA10_SMA50,CCI
KMF,12/21/2009 12:00:00 AM,14.3,15,14.2,14.7,30300,15.1,13.3,14.2,0.5,3.52,0,0,0,null,null,null,null,null,null,0
KMF,12/18/2009 12:00:00 AM,14.1,14.3,13.8,14.2,31500,14.3,12.5,13.4,0.8,5.97,0,0,0,null,null,null,null,null,null,0
KMF,12/17/2009 12:00:00 AM,13.4,13.8,13.2,13.4,19600,14.6,12.8,13.7,-0.3,-2.19,0,0,300,null,null,null,null,null,null,0
KMF,12/16/2009 12:00:00 AM,14,14.6,13.4,13.7,15700,15.1,13.3,14.2,-0.5,-3.52,0,0,200,null,null,null,null,null,null,0
KMF,12/15/2009 12:00:00 AM,14.8,14.8,14,14.2,30000,14.8,13,13.9,0.3,2.16,0,0,0,14.04,null,null,null,null,null,0
KMF,12/14/2009 12:00:00 AM,13,14.3,13,13.9,25400,14.4,12.6,13.5,0.4,2.96,0,0,0,13.88,null,null,null,null,null,0
KMF,12/11/2009 12:00:00 AM,13.6,13.6,13.5,13.5,59900,15.5,13.5,14.5,-1,-6.9,0,0,0,13.74,null,null,null,null,null,0
KMF,12/10/2009 12:00:00 AM,16,16,14.5,14.5,15000,16.1,14.1,15.1,-0.6,-3.97,0,0,0,13.96,null,null,null,null,null,0
KMF,12/9/2009 12:00:00 AM,15.8,15.8,15,15.1,43800,17.2,15,16.1,-1,-6.21,0,0,0,14.24,null,null,null,null,null,0
KMF,12/8/2009 12:00:00 AM,16.6,16.6,15.6,16.1,13800,17.7,15.5,16.6,-0.5,-3.01,0,0,0,14.62,14.33,null,null,null,null,0
KMF,12/7/2009 12:00:00 AM,17.5,17.5,16.5,16.6,12300,17.5,15.3,16.4,0.2,1.22,0,0,0,15.16,14.52,null,null,null,null,0
KMF,12/4/2009 12:00:00 AM,16.5,16.5,16.2,16.4,4500,17.3,15.1,16.2,0.2,1.23,0,0,0,15.74,14.74,null,null,null,null,0
KMF,12/3/2009 12:00:00 AM,16,17,16,16.2,15400,17.6,15.4,16.5,-0.3,-1.82,0,0,0,16.08,15.02,null,null,null,null,0
KMF,12/2/2009 12:00:00 AM,17.8,17.8,16.2,16.5,20600,18.5,16.1,17.3,-0.8,-4.62,0,0,0,16.36,15.3,null,null,null,null,0
KMF,12/1/2009 12:00:00 AM,18,18,17,17.3,33400,18,15.8,16.9,0.4,2.37,0,0,0,16.6,15.61,null,null,null,null,0
KMF,11/30/2009 12:00:00 AM,16.2,17.3,16.2,16.9,44200,17.9,15.7,16.8,0.1,0.6,0,0,0,16.66,15.91,null,null,null,null,0
KMF,11/27/2009 12:00:00 AM,16.1,17.5,16.1,16.8,63600,18.5,16.1,17.3,-0.5,-2.89,0,0,0,16.74,16.24,null,null,null,null,0
KMF,11/26/2009 12:00:00 AM,17.5,17.5,17.3,17.3,500,19.7,17.3,18.5,-1.2,-6.49,0,0,0,16.96,16.52,null,null,null,null,0
KMF,11/25/2009 12:00:00 AM,19,19.2,17.8,18.5,40500,20.4,17.8,19.1,-0.6,-3.14,0,0,0,17.36,16.86,null,null,null,True,0
KMF,11/24/2009 12:00:00 AM,20.6,20.6,18.5,19.1,45800,20.6,18,19.3,-0.2,-1.04,0,0,0,17.72,17.16,15.745,null,True,null,Infinity
KMF,11/23/2009 12:00:00 AM,19.3,19.3,18.9,19.3,186300,19.3,16.9,18.1,1.2,6.63,636100,0,0,18.2,17.43,15.975,null,null,null,1.398415
KMF,11/20/2009 12:00:00 AM,17.6,18.2,17.2,18.1,66200,18.2,16,17.1,1,5.85,0,0,0,18.46,17.6,16.17,null,null,null,0.7694522
KMF,11/19/2009 12:00:00 AM,17.9,18,16.8,17.1,27100,18.2,16,17.1,0,0,0,0,0,18.42,17.69,16.355,null,null,null,0.4744256
