0.177514792899408 1:0.50887573964497 2:-0.159763313609467 3:-0.0532544378698225 4:0.266272189349112 5:0.325443786982249 
0.171597633136095 1:0.650887573964497 2:-0.177514792899408 3:-0.0473372781065089 4:0.165680473372781 5:0.301775147928994 
0.0118343195266272 1:0.384615384615385 2:-0.029585798816568 3:0.0887573964497042 4:0.177514792899408 5:0.313609467455621 
0.0295857988165681 1:0.118343195266272 2:-0.00591715976331361 3:0.177514792899408 4:0.36094674556213 5:0.289940828402367 
0.195266272189349 1:-0.14792899408284 2:0.0118343195266272 3:0.29585798816568 4:0.520710059171598 5:0.142011834319527 
0.384615384615385 1:-0.159763313609467 2:-0.0532544378698225 3:0.266272189349112 4:0.325443786982249 5:0.177514792899408 
0.236686390532544 1:-0.177514792899408 2:-0.0473372781065089 3:0.165680473372781 4:0.301775147928994 5:0.171597633136095 
0.29585798816568 1:-0.029585798816568 2:0.0887573964497042 3:0.177514792899408 4:0.313609467455621 5:0.0118343195266272 
-0.0355029585798817 1:-0.00591715976331361 2:0.177514792899408 3:0.36094674556213 4:0.289940828402367 5:0.0295857988165681 
-0.0591715976331361 1:0.0118343195266272 2:0.29585798816568 3:0.520710059171598 4:0.142011834319527 5:0.195266272189349 
-0.0591715976331361 1:-0.0532544378698225 2:0.266272189349112 3:0.325443786982249 4:0.177514792899408 5:0.384615384615385 
-0.0946745562130177 1:-0.0473372781065089 2:0.165680473372781 3:0.301775147928994 4:0.171597633136095 5:0.236686390532544 
-0.331360946745562 1:0.0887573964497042 2:0.177514792899408 3:0.313609467455621 4:0.0118343195266272 5:0.29585798816568 
0.0177514792899409 1:0.177514792899408 2:0.36094674556213 3:0.289940828402367 4:0.0295857988165681 5:-0.0355029585798817 
0.0295857988165681 1:0.29585798816568 2:0.520710059171598 3:0.142011834319527 4:0.195266272189349 5:-0.0591715976331361 
-0.14792899408284 1:0.266272189349112 2:0.325443786982249 3:0.177514792899408 4:0.384615384615385 5:-0.0591715976331361 
0.0355029585798817 1:0.165680473372781 2:0.301775147928994 3:0.171597633136095 4:0.236686390532544 5:-0.0946745562130177 
