MaCK,Ngay,GiaMoCua,GiaCaoNhat,GiaThapNhat,GiaDongCua,KhoiLuongGD,GiaTran,GiaSan,GiaThamChieu,TangGiam,%,GDThoaThuan,NNMua,NNBanCOM,SMA5,SMA10,SMA20,SMA50,GUESS_SMA5_SMA20,GUESS_SMA10_SMA50,CCI
ACB,10/20/2009 12:00:00 AM,46.9,47,46,46.3,1626400,49.5,43.1,46.3,0,0,150000,0,0,47.68,46.39,44.325,null,null,null,2.534129
ACB,10/19/2009 12:00:00 AM,46.5,47,46,46.3,1639000,50.1,43.7,46.9,-0.6,-1.28,135000,0,0,47.38,46.71,44.575,null,null,True,2.263672
ACB,10/16/2009 12:00:00 AM,48.3,48.3,46.1,46.9,1904900,51.6,45,48.3,-1.4,-2.9,0,0,0,46.88,46.87,44.82,null,null,null,2.791462
ACB,10/15/2009 12:00:00 AM,47.9,49.3,47.4,48.3,5108100,49.3,42.9,46.1,2.2,4.77,0,0,0,46.88,47.23,45.15499,null,null,null,4.002371
ACB,10/14/2009 12:00:00 AM,44.7,48,44.4,46.1,2647000,48.2,42,45.1,1,2.22,0,0,0,46.78,47.23,45.395,40.932,null,null,0.9807635
ACB,10/13/2009 12:00:00 AM,46,46,44.8,45.1,1141300,48.7,42.5,45.6,-0.5,-1.1,0,0,0,46.54,47.11,45.56499,41.06599,null,null,-0.3497917
ACB,10/12/2009 12:00:00 AM,45.7,46.5,45.1,45.6,1465100,48.1,41.9,45,0.6,1.33,0,0,0,46.4,46.89,45.67999,41.224,null,null,-0.01885762
ACB,10/9/2009 12:00:00 AM,45,45.8,44.5,45,1612600,47.6,41.4,44.5,0.5,1.12,10500,0,0,46.02,46.45,45.76999,41.404,null,False,-0.9883825
ACB,10/8/2009 12:00:00 AM,44.7,45,44.1,44.5,737200,47.6,41.4,44.5,0,0,5000,0,0,45.26,46.07,45.85499,41.572,False,null,-1.939582
ACB,10/7/2009 12:00:00 AM,44.6,44.8,44.1,44.5,930300,47.2,41.2,44.2,0.3,0.68,0,0,0,44.94,45.86,45.965,41.71599,null,null,-2.249083
ACB,10/6/2009 12:00:00 AM,44.5,44.6,44,44.2,1050500,47.2,41.2,44.2,0,0,10000,0,0,44.76,45.65,46.02,41.86199,null,null,-2.795707
ACB,10/5/2009 12:00:00 AM,44,45,43.6,44.2,1291200,47.6,41.4,44.5,-0.3,-0.67,0,0,0,44.48,45.44,46.075,42.048,null,null,-3.008368
ACB,10/2/2009 12:00:00 AM,45.3,45.3,42.7,44.5,2491700,49.1,42.7,45.9,-1.4,-3.05,25000,0,0,44.38,45.2,46.035,42.236,null,null,-3.39697
ACB,10/1/2009 12:00:00 AM,46.4,46.5,45.6,45.9,1800300,49.8,43.4,46.6,-0.7,-1.5,0,3300,0,44.66,44.96,46.09499,42.46,null,null,-0.2436958
ACB,9/30/2009 12:00:00 AM,47,47,46.3,46.6,1169400,50.5,43.9,47.2,-0.6,-1.27,0,0,0,45.08,45.01,46.12,42.666,null,null,0.828467
ACB,9/29/2009 12:00:00 AM,47.8,48,46.7,47.2,1488300,50.5,43.9,47.2,0,0,5000,0,0,45.68,45.22,46.165,42.868,null,null,2.144003
ACB,9/28/2009 12:00:00 AM,48,49,47,47.2,1843500,49.9,43.5,46.7,0.5,1.07,100000,0,0,46.28,45.38,46.135,43.072,null,null,2.998817
ACB,9/25/2009 12:00:00 AM,45.8,47.5,45.8,46.7,2273600,49.5,43.1,46.3,0.4,0.86,200000,0,0,46.72,45.55,46,43.262,True,null,0.8872654
ACB,9/24/2009 12:00:00 AM,46.5,46.8,46.1,46.3,1094900,50.2,43.8,47,-0.7,-1.49,220000,0,0,46.8,45.73,45.9,43.416,null,null,0.6862588
ACB,9/23/2009 12:00:00 AM,46.8,48,46.2,47,1840200,49.4,43,46.2,0.8,1.73,0,0,0,46.88,45.98,45.92,43.58,null,null,2.751469
ACB,9/22/2009 12:00:00 AM,46.8,46.8,45.9,46.2,1955800,49.9,43.5,46.7,-0.5,-1.07,100000,0,0,46.68,46.18,45.915,43.776,False,null,0.7934446
ACB,9/21/2009 12:00:00 AM,47.2,47.2,46.4,46.7,1682300,50.3,43.9,47.1,-0.4,-0.85,132800,0,0,46.58,46.43,45.935,44.022,null,null,2.136948
ACB,9/18/2009 12:00:00 AM,47.9,47.9,46.9,47.1,1761200,51.5,44.9,48.2,-1.1,-2.28,0,0,0,46.66,46.69,45.945,44.28201,null,null,3.643088
ACB,9/17/2009 12:00:00 AM,49.2,49.6,47.2,48.2,2378200,51.6,45,48.3,-0.1,-0.21,0,0,0,47.04,46.92001,45.94,44.52201,True,null,6.658038
ACB,9/16/2009 12:00:00 AM,46.5,49.2,46.5,48.3,4926700,49.4,43,46.2,2.1,4.55,10000,0,0,47.3,47.09,46.05,44.71801,null,True,5.781013
ACB,9/15/2009 12:00:00 AM,46.2,46.5,45.9,46.2,1635800,49.2,42.8,46,0.2,0.43,0,0,0,47.3,46.99,46.105,44.85801,null,null,0.2366947
ACB,9/14/2009 12:00:00 AM,46.5,46.5,45.8,46,1462900,49.2,42.8,46,0,0,15000,0,0,47.16,46.87,46.125,44.97601,null,null,-0.1731733
ACB,9/11/2009 12:00:00 AM,46,46.5,45.8,46,1130100,49.1,42.7,45.9,0.1,0.22,0,0,0,46.94,46.8,46.175,45.09401,False,null,-0.2243759
ACB,9/10/2009 12:00:00 AM,46.3,46.3,45.5,45.9,1515600,49.5,43.1,46.3,-0.4,-0.86,100000,0,0,46.48,46.76,46.245,45.21201,null,null,-0.9107099
ACB,9/9/2009 12:00:00 AM,46.9,46.9,46,46.3,932900,49.8,43.4,46.6,-0.3,-0.64,15000,0,0,46.08,46.69,46.335,45.33201,null,False,0.2738944
ACB,9/8/2009 12:00:00 AM,46.1,47,46,46.6,1051600,49.3,42.9,46.1,0.5,1.08,50000,0,0,46.16,46.73,46.455,45.44201,null,null,0.3597364
ACB,9/7/2009 12:00:00 AM,47,47,45.5,46.1,1575500,50,43.6,46.8,-0.7,-1.5,0,0,0,46.18,46.67,46.55,45.53801,null,null,-0.7710455
ACB,9/4/2009 12:00:00 AM,47.2,47.3,46.3,46.8,2106300,50.5,43.9,47.2,-0.4,-0.85,190000,0,0,46.34,46.64,46.665,45.63401,null,null,0.4732011
ACB,9/3/2009 12:00:00 AM,47.5,47.5,47,47.2,1398600,51,44.4,47.7,-0.5,-1.05,196600,0,0,46.6,46.54,46.73,45.746,null,null,1.1596
ACB,9/1/2009 12:00:00 AM,48,48.2,47.4,47.7,2091500,51.3,44.7,48,-0.3,-0.63,1159500,0,0,46.88,46.48,46.785,45.874,null,null,2.233828
ACB,8/31/2009 12:00:00 AM,47.7,48.5,47.3,48,2932200,49.9,43.5,46.7,1.3,2.78,0,0,0,47.16,46.66,46.825,46.00001,null,null,2.464079
ACB,8/28/2009 12:00:00 AM,46.4,47.4,46.4,46.7,3390200,49.9,43.5,46.7,0,0,40000,0,0,47.28,46.73,46.8,46.06801,null,null,-0.1217536
ACB,8/27/2009 12:00:00 AM,47,47.3,46,46.7,2648400,50.7,44.1,47.4,-0.7,-1.48,0,0,0,47.26,46.8,46.8,46.13801,null,null,-0.4102592
ACB,8/26/2009 12:00:00 AM,47.5,47.7,47.2,47.4,1480300,51.1,44.5,47.8,-0.4,-0.84,100000,0,0,47.3,46.95,46.855,46.23,True,True,1.405107
ACB,8/25/2009 12:00:00 AM,47.9,48.2,47.3,47.8,2123100,51.3,44.7,48,-0.2,-0.42,0,0,0,47.32,47.1,46.895,46.34,null,null,2.066711
ACB,8/24/2009 12:00:00 AM,48.1,48.9,47.8,48,2408000,51.1,44.5,47.8,0.2,0.42,100000,0,0,47.32,47.24,46.985,46.438,null,null,3.098588
ACB,8/21/2009 12:00:00 AM,47.5,49,47.2,47.8,3324500,50.3,43.9,47.1,0.7,1.49,30000,0,0,47.54,47.41,47.04,46.532,null,null,2.274396
ACB,8/20/2009 12:00:00 AM,47.5,48,46.9,47.1,2052500,50.3,43.9,47.1,0,0,24000,0,0,47.62,47.44001,47.04,46.568,null,null,0.5731697
ACB,8/19/2009 12:00:00 AM,47.3,47.4,46.9,47.1,1359200,50.1,43.7,46.9,0.2,0.43,0,0,0,47.56,47.43,46.985,46.616,null,null,0.1064852
ACB,8/18/2009 12:00:00 AM,46.6,47.2,46.1,46.9,1495800,50.6,44,47.3,-0.4,-0.85,0,0,0,47.38,47.35,46.915,46.632,null,null,-0.7271801
ACB,8/17/2009 12:00:00 AM,47.7,47.8,47,47.3,1443100,51,44.4,47.7,-0.4,-0.84,0,0,0,47.24,47.28,46.97,46.652,False,null,1.031664
ACB,8/14/2009 12:00:00 AM,48.6,48.6,47.5,47.7,1785300,51.3,44.7,48,-0.3,-0.62,0,0,0,47.22,47.38,47.055,46.64999,False,null,2.321075
ACB,8/13/2009 12:00:00 AM,48,49,47.5,48,2683300,50.2,43.8,47,1,2.13,20000,0,0,47.4,47.51,47.155,46.622,null,null,2.632555
ACB,8/12/2009 12:00:00 AM,46.8,47.8,46.5,47,2113200,50,43.6,46.8,0.2,0.43,20000,0,0,47.38,47.47,47.21,46.596,null,null,-0.2897904
ACB,8/11/2009 12:00:00 AM,47,47.2,46.7,46.8,1789400,50.1,43.7,46.9,-0.1,-0.21,40000,0,0,47.36,47.37,47.235,46.6,null,null,-0.921747
ACB,8/10/2009 12:00:00 AM,46.7,47.4,46.7,46.9,1963600,49.9,43.5,46.7,0.2,0.43,160000,0,0,47.28,47.26,47.25,46.612,null,False,-0.74424
ACB,8/7/2009 12:00:00 AM,46.9,46.9,46.5,46.7,1214800,50.2,43.8,47,-0.3,-0.64,17000,0,0,47.08,47.15,47.28,46.62,null,null,-1.546899
ACB,8/6/2009 12:00:00 AM,46.2,47.5,45.2,47,2392600,50.3,43.9,47.1,-0.1,-0.21,75831,0,0,46.88,47.14,47.29,46.622,null,null,-1.945723
ACB,8/5/2009 12:00:00 AM,47.3,47.5,46.5,47.1,2195700,50.6,44,47.3,-0.2,-0.42,35000,0,0,46.9,47.14,47.285,46.598,null,null,-0.772293
ACB,8/4/2009 12:00:00 AM,47.3,48,46.9,47.3,2035800,49.9,43.5,46.7,0.6,1.28,51000,0,0,47,47.18,47.265,46.622,null,null,0.1787976
ACB,8/3/2009 12:00:00 AM,47.9,48,46.2,46.7,1510700,50,43.6,46.8,-0.1,-0.21,0,0,0,46.96,47.12,47.2,46.654,null,null,-0.8956149
ACB,7/31/2009 12:00:00 AM,47,47.4,46,46.8,2474100,48.7,42.5,45.6,1.2,2.63,145000,0,0,46.98,47.03,47.205,46.67799,null,null,-1.414183
ACB,7/30/2009 12:00:00 AM,46.3,46.3,45.1,45.6,2421200,50.2,43.8,47,-1.4,-2.98,7200,0,0,46.7,46.79,47.15,46.68999,null,null,-4.291816
ACB,7/29/2009 12:00:00 AM,46.6,48.5,46,47,2765200,51.5,44.9,48.2,-1.2,-2.49,11000,0,0,46.68,46.79,47.13,46.73999,null,null,-0.1156682
ACB,7/28/2009 12:00:00 AM,49.7,50,47.3,48.2,2543400,53.2,46.4,49.8,-1.6,-3.21,0,0,0,46.86,46.93,47.15,46.81399,null,null,3.66703
ACB,7/27/2009 12:00:00 AM,50.9,51,48.1,49.8,6261600,51.2,44.6,47.9,1.9,3.97,210000,0,0,47.48,47.22,47.24,46.92599,null,null,6.682911
ACB,7/24/2009 12:00:00 AM,46.5,47.9,46.5,47.9,1859100,47.9,41.7,44.8,3.1,6.92,85000,0,0,47.7,47.34,47.245,46.99999,null,null,0.357479
ACB,7/23/2009 12:00:00 AM,44,46.5,42.8,44.8,3157900,46.5,40.5,43.5,1.3,2.99,300000,0,0,47.54,47.12,47.13,47.006,null,null,-7.099597
ACB,7/22/2009 12:00:00 AM,44.3,44.3,43.2,43.5,1629900,46.6,40.6,43.6,-0.1,-0.23,0,0,0,46.84,46.76,46.95,46.958,null,null,-10.18092
ACB,7/21/2009 12:00:00 AM,43.3,44.4,43,43.6,1692600,46.2,40.2,43.2,0.4,0.93,0,0,0,45.92,46.39,46.785,46.898,False,null,-10.499
ACB,7/20/2009 12:00:00 AM,45,45,42.7,43.2,2430800,48.6,42.4,45.5,-2.3,-5.05,0,0,0,44.6,46.04,46.58,46.818,null,null,-10.91669
ACB,7/17/2009 12:00:00 AM,46.2,46.5,45,45.5,1610100,49.4,43,46.2,-0.7,-1.52,0,0,0,44.12,45.91,46.47,46.784,null,null,-3.628771
ACB,7/16/2009 12:00:00 AM,47,47.5,45.5,46.2,1567800,48.5,42.3,45.4,0.8,1.76,10000,0,0,44.4,45.97,46.38,46.774,null,null,-0.4569827
ACB,7/15/2009 12:00:00 AM,45.5,46,45,45.4,1728400,48.2,42,45.1,0.3,0.67,0,0,0,44.78,45.81,46.3,46.756,null,null,-3.939499
ACB,7/14/2009 12:00:00 AM,46,46.7,44.3,45.1,2628300,48.6,42.4,45.5,-0.4,-0.88,10000,0,0,45.08,45.5,46.215,46.71799,null,null,-4.113715
ACB,7/13/2009 12:00:00 AM,46.8,46.8,45.1,45.5,2406300,50,43.6,46.8,-1.3,-2.78,0,0,0,45.54,45.07,46.145,46.70399,null,null,-2.005631
ACB,7/10/2009 12:00:00 AM,47.9,48,46,46.8,2282400,51.2,44.6,47.9,-1.1,-2.3,5500,0,0,45.8,44.96,46.15,46.706,null,null,3.118958
ACB,7/9/2009 12:00:00 AM,48.5,48.6,47.4,47.9,1653000,51.6,45,48.3,-0.4,-0.83,10000,0,0,46.14,45.27,46.195,46.722,null,null,7.194583
ACB,7/8/2009 12:00:00 AM,48.8,48.8,47.6,48.3,1763800,52,45.2,48.6,-0.3,-0.62,0,0,0,46.72,45.75,46.255,46.724,null,null,7.426511
ACB,7/7/2009 12:00:00 AM,50,50,48.2,48.6,2109000,52.1,45.3,48.7,-0.1,-0.21,1277826,0,0,47.42,46.25,46.32,46.73,null,null,9.276695
ACB,7/6/2009 12:00:00 AM,47.9,49.6,47,48.7,2613700,50.2,43.8,47,1.7,3.62,68000,0,0,48.06,46.8,46.42,46.78,null,null,6.752165
ACB,7/3/2009 12:00:00 AM,47,47.9,45.5,47,2290700,50.8,44.2,47.5,-0.5,-1.05,60000,0,0,48.1,46.95,46.43,46.8,null,null,0.9539825
ACB,7/2/2009 12:00:00 AM,47,48.4,46.4,47.5,3607800,49.9,43.5,46.7,0.8,1.71,15000,0,0,48.02,47.08,46.525,46.83001,null,null,2.900351
ACB,7/1/2009 12:00:00 AM,48,48.8,46.5,46.7,4469900,53.5,46.5,50,-3.3,-6.6,1013000,0,0,47.7,47.21,46.51,46.846,null,True,2.186586
ACB,6/30/2009 12:00:00 AM,52,52.5,48,50,4349500,53,46.2,49.6,0.4,0.81,1000000,0,0,47.98,47.7,46.6,46.92001,null,null,10.33932
ACB,6/29/2009 12:00:00 AM,51,51,49,49.6,2113200,53,46.2,49.6,0,0,1060000,0,0,48.16,48.11,46.59,46.98,null,null,8.788873
ACB,6/26/2009 12:00:00 AM,50,52.5,48.8,49.6,3007800,53,46.2,49.6,0,0,512000,0,0,48.68,48.39,46.675,47.05,null,null,9.780581
ACB,6/25/2009 12:00:00 AM,50.9,50.9,48.1,49.6,4221800,50.9,44.3,47.6,2,4.2,50000,0,0,49.1,48.56,46.915,47.106,null,null,6.832731
ACB,6/24/2009 12:00:00 AM,43.5,48,43.5,47.6,2366500,48,41.8,44.9,2.7,6.01,180000,0,0,49.28,48.49,47.12,47.114,null,null,-1.647623
ACB,6/23/2009 12:00:00 AM,44.7,46,44.7,44.9,5630300,51.3,44.7,48,-3.1,-6.46,17000,0,0,48.26,48.12,47.18501,47.058,null,null,-4.454403
ACB,6/22/2009 12:00:00 AM,51,51.5,47.6,48,5156500,54.6,47.6,51.1,-3.1,-6.07,0,0,0,47.94,48.05,47.425,47.058,null,null,3.779166
ACB,6/19/2009 12:00:00 AM,52.5,53.5,50.1,51.1,4104400,54.9,47.9,51.4,-0.3,-0.58,36400,0,0,48.24,48.46,47.705,47.14601,null,null,8.068324
ACB,6/18/2009 12:00:00 AM,51,52,49.9,51.4,4329900,52.1,45.3,48.7,2.7,5.54,15500,0,0,48.6,48.85,47.965,47.24001,null,null,6.087512
ACB,6/17/2009 12:00:00 AM,47,52,47,48.7,7191400,54,47,50.5,-1.8,-3.56,20000,0,0,48.82,49.05,48.13,47.266,null,null,2.048543
ACB,6/16/2009 12:00:00 AM,52.9,53,50.2,50.5,4448900,57.6,50.2,53.9,-3.4,-6.31,147000,0,0,49.94,49.1,48.4,47.32,True,null,5.159035
ACB,6/15/2009 12:00:00 AM,56.8,57.5,53.5,53.9,8127800,61.5,53.5,57.5,-3.6,-6.26,5000,0,0,51.12,49.53,48.82,47.438,null,null,10.63124
ACB,6/12/2009 12:00:00 AM,58,59,55.7,57.5,8193300,59.4,51.8,55.6,1.9,3.42,50000,0,0,52.4,50.32,49.355,47.632,null,null,12.82728
ACB,6/11/2009 12:00:00 AM,53,56.6,52.9,55.6,6930200,56.6,49.2,52.9,2.7,5.1,288500,0,0,53.24,50.92,49.74,47.802,null,null,7.718153
ACB,6/10/2009 12:00:00 AM,59.2,59.2,51.6,53.8,10494800,59.2,51.6,55.4,-1.6,-2.89,50000,0,0,54.26,51.54,50.015,47.936,null,null,6.715781
ACB,6/9/2009 12:00:00 AM,55.7,55.7,53.1,55.4,12351400,55.7,48.5,52.1,3.3,6.33,985000,0,0,55.24,52.59,50.355,48.106,null,null,5.901625
ACB,6/8/2009 12:00:00 AM,52.1,52.1,52.1,52.1,3123200,52.1,45.3,48.7,3.4,6.98,2208300,0,0,54.88,53,50.525,48.202,null,null,2.022493
ACB,6/5/2009 12:00:00 AM,48.6,48.7,47.5,48.7,8030000,48.7,42.5,45.6,3.1,6.8,684337,0,0,53.12,52.76,50.61,48.222,null,null,-3.119812
ACB,6/4/2009 12:00:00 AM,44.5,46.9,44,45.6,5967900,47.6,41.4,44.5,1.1,2.47,0,0,0,51.12,52.18,50.515,48.174,null,null,-7.020922
ACB,6/3/2009 12:00:00 AM,44.1,45.2,43.6,44.5,2484400,49.2,42.8,46,-1.5,-3.26,24142,0,0,49.26,51.76,50.40499,48.124,null,null,-8.848829
ACB,6/2/2009 12:00:00 AM,46,46.7,45.1,46,5429000,47.1,41.1,44.1,1.9,4.31,93500,0,0,47.38,51.31,50.20499,48.108,null,null,-7.045273
ACB,6/1/2009 12:00:00 AM,44.5,44.5,43.2,44.1,3282500,45.4,39.6,42.5,1.6,3.76,201992,0,0,45.78,50.33,49.93,48.052,null,null,-10.77563
ACB,5/29/2009 12:00:00 AM,42.2,43.3,41.8,42.5,2993000,45.2,39.4,42.3,0.2,0.47,0,0,0,44.54,48.83,49.575,47.96801,null,null,-14.36949
ACB,5/28/2009 12:00:00 AM,42.5,43,41.9,42.3,3044100,47,41,44,-1.7,-3.86,0,0,0,43.88,47.5,49.21,47.874,null,null,-16.47588
ACB,5/27/2009 12:00:00 AM,45,45.4,43.3,44,3247100,47.6,41.4,44.5,-0.5,-1.12,0,0,0,43.78,46.52,49.03,47.812,null,null,-13.77762
ACB,5/26/2009 12:00:00 AM,46.5,46.5,44,44.5,3110000,47.8,41.6,44.7,-0.2,-0.45,5034,0,0,43.48,45.43,49.01,47.756,null,null,-12.47237
ACB,5/25/2009 12:00:00 AM,42.6,45.4,42.6,44.7,4977600,45.5,39.7,42.6,2.1,4.93,0,0,0,43.6,44.69,48.845,47.716,null,null,-15.44971
ACB,5/22/2009 12:00:00 AM,42.6,43.5,42,42.6,3997500,47,41,44,-1.4,-3.18,10000,0,0,43.62,44.08,48.42001,47.632,null,null,-22.94153
ACB,5/21/2009 12:00:00 AM,43.2,44.8,43.1,44,4940300,48.2,42,45.1,-1.1,-2.44,10000,0,0,43.96,43.92,48.05,47.6,null,null,-22.94877
