MaCK,Ngay,GiaMoCua,GiaCaoNhat,GiaThapNhat,GiaDongCua,KhoiLuongGD,GiaTran,GiaSan,GiaThamChieu,TangGiam,%,GDThoaThuan,NNMua,NNBanCOM,SMA5,SMA10,SMA20,SMA50,GUESS_SMA5_SMA20,GUESS_SMA10_SMA50,CCI
BHV,7/24/2009 12:00:00 AM,54.5,55.1,53.2,54.9,20900,55.1,47.9,51.5,3.4,6.6,0,300,0,57.48,56.17001,53.88,53.55799,null,null,0.956475
BHV,7/23/2009 12:00:00 AM,51,52.2,50.5,51.5,6800,53.1,46.3,49.7,1.8,3.62,0,0,0,56.34,56.15,53.86499,53.54199,null,null,-3.518444
BHV,7/22/2009 12:00:00 AM,51.4,51.5,49,49.7,6900,54.9,47.9,51.4,-1.7,-3.31,0,0,0,54.5,55.86,53.765,53.49199,null,null,-5.568442
BHV,7/21/2009 12:00:00 AM,51,53.2,50.5,51.4,8600,53.2,46.4,49.8,1.6,3.21,0,0,0,53.2,55.49,53.76,53.43199,null,null,-3.161601
BHV,7/20/2009 12:00:00 AM,48,51,48,49.8,6100,52,45.2,48.6,1.2,2.47,0,0,0,51.46,54.9,53.66999,53.34999,null,null,-6.625758
BHV,7/17/2009 12:00:00 AM,49,49,48.3,48.6,1500,54,47,50.5,-1.9,-3.76,0,200,0,50.2,53.84,53.52,53.18999,null,null,-8.471399
BHV,7/16/2009 12:00:00 AM,50.8,50.8,50.4,50.5,700,53.1,46.3,49.7,0.8,1.61,0,0,0,50,53.17,53.49,53.06599,null,null,-5.308825
BHV,7/15/2009 12:00:00 AM,48.2,51.2,48.2,49.7,600,52,45.2,48.6,1.1,2.26,0,0,0,50,52.25,53.375,52.93599,null,null,-7.102776
BHV,7/14/2009 12:00:00 AM,48.6,48.6,48.6,48.6,1600,51.8,45.2,48.5,0.1,0.21,0,0,0,49.44,51.32,53.22501,52.76199,null,null,-9.567735
BHV,7/13/2009 12:00:00 AM,48.5,48.5,48.5,48.5,1300,52.5,45.7,49.1,-0.6,-1.22,0,0,0,49.18,50.32,53.06,52.52599,False,null,-10.2255
BHV,7/10/2009 12:00:00 AM,49.5,49.5,49,49.1,1900,53.6,46.6,50.1,-1,-2,0,0,0,49.28,49.74,52.955,52.26399,null,null,-9.135409
BHV,7/9/2009 12:00:00 AM,50,50.9,49.9,50.1,5100,52.8,46,49.4,0.7,1.42,0,2000,0,49.2,49.6,52.87501,52.07799,null,null,-6.752579
BHV,7/8/2009 12:00:00 AM,49.5,49.5,49,49.4,1300,52.4,45.6,49,0.4,0.82,0,600,0,49.14,49.57,52.71501,51.92799,null,null,-9.605711
BHV,7/7/2009 12:00:00 AM,48.9,49.1,48.9,49,400,54.3,47.3,50.8,-1.8,-3.54,0,200,0,49.22,49.33,52.41,51.84199,null,null,-10.96556
BHV,7/6/2009 12:00:00 AM,51,51.6,50.5,50.8,8300,52.5,45.7,49.1,1.7,3.46,0,4900,0,49.68,49.43,52.16501,51.83199,True,null,-5.229741
BHV,7/3/2009 12:00:00 AM,48.5,50,48.5,49.1,2400,52,45.2,48.6,0.5,1.03,0,0,0,49.68,49.48,51.66,51.78999,null,null,-12.05257
BHV,7/2/2009 12:00:00 AM,48,49,48,48.6,2000,50.8,44.2,47.5,1.1,2.32,0,0,0,49.38,49.29,51.23,51.72399,null,null,-18.05398
BHV,7/1/2009 12:00:00 AM,50.5,50.5,46.6,47.5,3200,53.5,46.5,50,-2.5,-5,0,100,0,49,49.07,50.66,51.63599,null,null,-26.71308
BHV,6/30/2009 12:00:00 AM,50,50,50,50,4000,54.3,47.3,50.8,-0.8,-1.57,0,0,0,49.2,49.21,50.265,51.59599,null,null,-17.07189
BHV,6/29/2009 12:00:00 AM,50.5,52.2,50.5,50.8,7900,53.1,46.3,49.7,1.1,2.21,0,0,0,49.2,49.44,49.88,51.60199,null,null,-1378.186
BHV,6/26/2009 12:00:00 AM,47.3,51,47.3,49.7,2300,52.9,46.1,49.5,0.2,0.4,0,0,0,49.32,49.5,49.62,51.62599,null,null,20.44908
BHV,6/25/2009 12:00:00 AM,49,53.5,49,49.5,6000,53.6,46.6,50.1,-0.6,-1.2,0,100,0,49.5,49.44,49.52,51.61199,null,null,-24.82742
BHV,6/24/2009 12:00:00 AM,49.5,50.3,49.5,50.1,3800,50.3,43.9,47.1,3,6.37,0,0,0,50.02,49.51,49.54,51.60399,null,null,-22.56697
BHV,6/23/2009 12:00:00 AM,48,48,46.8,47.1,10200,53.8,46.8,50.3,-3.2,-6.36,0,0,0,49.44,49.32,49.325,51.51799,null,null,-145.043
BHV,6/22/2009 12:00:00 AM,53,53,48.5,50.3,4200,55.5,48.3,51.9,-1.6,-3.08,0,0,0,49.34,49.27,49.35,51.48199,null,null,83.92988
BHV,6/19/2009 12:00:00 AM,53.6,53.6,50.1,51.9,5100,53.6,46.6,50.1,1.8,3.59,0,0,0,49.78,49.55,49.515,51.494,null,null,45.00272
BHV,6/18/2009 12:00:00 AM,51.5,51.7,46.1,50.1,5400,51.7,45.1,48.4,1.7,3.51,0,0,0,49.9,49.7,49.495,51.478,null,null,-3.2504
BHV,6/17/2009 12:00:00 AM,46,51.5,46,48.4,8400,52.1,45.3,48.7,-0.3,-0.62,0,0,0,49.56,49.79,49.43,51.432,null,null,-7.537495
BHV,6/16/2009 12:00:00 AM,49,49,48.5,48.7,10500,55.7,48.5,52.1,-3.4,-6.53,0,0,0,49.88,49.66,49.43499,51.392,True,null,-5.448678
BHV,6/15/2009 12:00:00 AM,53,53,51.5,52.1,9100,59.1,51.5,55.3,-3.2,-5.79,0,0,0,50.24,49.79,49.615,51.40601,null,null,15.18138
BHV,6/12/2009 12:00:00 AM,55.3,58.7,53,55.3,15300,58.8,51.2,55,0.3,0.55,0,0,0,50.92,50.35,49.925,51.47001,null,null,25.88146
BHV,6/11/2009 12:00:00 AM,54.1,55.6,54.1,55,6800,58.6,51,54.8,0.2,0.36,0,0,0,51.9,50.9,50.17,51.534,null,null,16.04276
BHV,6/10/2009 12:00:00 AM,58.7,58.7,54.6,54.8,9400,62.8,54.6,58.7,-3.9,-6.64,0,0,0,53.18,51.37,50.43999,51.596,null,null,16.04924
BHV,6/9/2009 12:00:00 AM,60.5,60.5,54.7,58.7,6400,62.9,54.7,58.8,-0.1,-0.17,0,0,0,55.18,52.53,50.925,51.74001,null,null,17.18068
BHV,6/8/2009 12:00:00 AM,58.9,58.9,55.5,58.8,23400,58.9,51.3,55.1,3.7,6.72,0,0,0,56.52,53.38,51.325,51.88401,null,null,13.09388
BHV,6/5/2009 12:00:00 AM,55.1,55.1,55.1,55.1,400,55.1,47.9,51.5,3.6,6.99,0,0,0,56.48,53.7,51.625,51.954,null,null,6.498045
BHV,6/4/2009 12:00:00 AM,51.5,51.5,51.5,51.5,1000,51.5,44.9,48.2,3.3,6.85,0,0,0,55.78,53.84,51.77,51.962,null,null,-0.3163583
BHV,6/3/2009 12:00:00 AM,48.2,48.2,48.2,48.2,12700,48.2,42,45.1,3.1,6.87,0,0,0,54.46,53.82,51.80499,51.886,null,null,-5.729468
BHV,6/2/2009 12:00:00 AM,45.1,45.1,45.1,45.1,15800,45.1,39.3,42.2,2.9,6.87,0,0,0,51.74,53.46,51.56,51.756,null,null,-10.74321
BHV,6/1/2009 12:00:00 AM,42.5,42.5,42,42.2,12000,44.2,38.6,41.4,0.8,1.93,0,0,0,48.42,52.47,51.13,51.564,null,null,-16.16025
BHV,5/29/2009 12:00:00 AM,41.3,41.5,41.3,41.4,4800,44.2,38.6,41.4,0,0,0,0,0,45.68,51.08,50.715,51.36799,null,null,-19.49714
BHV,5/28/2009 12:00:00 AM,42,42,40.5,41.4,5800,44.7,38.9,41.8,-0.4,-0.96,0,0,0,43.66,49.72,50.30999,51.16199,null,null,-22.00068
BHV,5/27/2009 12:00:00 AM,42.4,42.4,41.5,41.8,6600,45.1,39.3,42.2,-0.4,-0.95,0,0,0,42.38,48.42,49.895,50.94599,null,null,-23.87261
BHV,5/26/2009 12:00:00 AM,43,43,41.5,42.2,13400,44.1,38.5,41.3,0.9,2.18,0,0,0,41.8,46.77,49.65,50.68799,null,null,-26.74037
BHV,5/25/2009 12:00:00 AM,40.8,41.7,39,41.3,12700,41.7,36.3,39,2.3,5.9,0,0,0,41.62,45.02,49.2,50.39999,null,null,-36.62464
BHV,5/22/2009 12:00:00 AM,38.1,40.1,38.1,39,8400,41.6,36.2,38.9,0.1,0.26,0,1000,0,41.14,43.41,48.555,49.99599,null,null,-59.50953
BHV,5/21/2009 12:00:00 AM,38,40,37.5,38.9,14200,41.6,36.2,38.9,0,0,0,0,0,40.64,42.15,47.995,49.62999,null,null,-125.849
BHV,5/20/2009 12:00:00 AM,38.5,39.5,38.5,38.9,14300,42.9,37.3,40.1,-1.2,-2.99,0,1800,0,40.06,41.22,47.52,49.23,null,null,-1393.213
BHV,5/19/2009 12:00:00 AM,39.7,40.3,39.7,40.1,7100,42.9,37.3,40.1,0,0,0,0,0,39.64,40.72,47.09,48.87399,null,null,137.196
BHV,5/18/2009 12:00:00 AM,40.3,40.3,39.8,40.1,4600,44.5,38.7,41.6,-1.5,-3.61,0,0,0,39.4,40.51,46.49,48.506,null,null,67.04146
BHV,5/15/2009 12:00:00 AM,42,42.9,41,41.6,27400,42.9,37.3,40.1,1.5,3.74,0,9500,0,39.92,40.53,45.805,48.24,null,null,26.32575
