MaCK,Ngay,GiaMoCua,GiaCaoNhat,GiaThapNhat,GiaDongCua,KhoiLuongGD,GiaTran,GiaSan,GiaThamChieu,TangGiam,%,GDThoaThuan,NNMua,NNBanCOM,SMA5,SMA10,SMA20,SMA50,GUESS_SMA5_SMA20,GUESS_SMA10_SMA50,CCI
DXV,12/21/2009 12:00:00 AM,10,10.1,10,10.1,20720,10.1,9.3,9.7,0.4,4.12,0,0,0,null,null,null,null,null,null,0
DXV,12/18/2009 12:00:00 AM,9.3,9.7,9.3,9.7,20810,9.7,8.9,9.3,0.4,4.3,0,0,0,null,null,null,null,null,null,0
DXV,12/17/2009 12:00:00 AM,9.5,9.5,8.9,9.3,48070,9.7,8.9,9.3,0,0,0,1000,0,null,null,null,null,null,null,0
DXV,12/16/2009 12:00:00 AM,9.7,9.7,9.3,9.3,25990,10.1,9.3,9.7,-0.4,-4.12,0,1000,0,null,null,null,null,null,null,0
DXV,12/15/2009 12:00:00 AM,9.6,10,9.6,9.7,21990,10.5,9.5,10,-0.3,-3,0,1050,0,9.62,null,null,null,null,null,0
DXV,12/14/2009 12:00:00 AM,9.5,10,9.5,10,26140,10,9.2,9.6,0.4,4.17,0,0,0,9.6,null,null,null,null,null,0
DXV,12/11/2009 12:00:00 AM,10,10,9.6,9.6,31350,10.5,9.5,10,-0.4,-4,0,0,0,9.58,null,null,null,null,null,0
DXV,12/10/2009 12:00:00 AM,10,10.5,10,10,28740,10.5,9.5,10,0,0,0,0,0,9.719999,null,null,null,null,null,0
DXV,12/9/2009 12:00:00 AM,10.1,10.5,10,10,50280,11,10,10.5,-0.5,-4.76,0,0,0,9.86,null,null,null,null,null,0
DXV,12/8/2009 12:00:00 AM,10.8,11.1,10.5,10.5,49850,11.5,10.5,11,-0.5,-4.55,0,0,0,10.02,9.82,null,null,null,null,0
DXV,12/7/2009 12:00:00 AM,11,11.1,0,11,22750,11.5,10.5,11,0,0,0,0,0,10.22,9.91,null,null,null,null,0
DXV,12/4/2009 12:00:00 AM,11.2,11.3,10.8,11,28040,11.5,10.5,11,0,0,0,0,0,10.5,10.04,null,null,null,null,0
DXV,12/3/2009 12:00:00 AM,11.2,11.4,11,11,66830,12,11,11.5,-0.5,-4.35,0,0,0,10.7,10.21,null,null,null,null,0
DXV,12/2/2009 12:00:00 AM,11.5,12.4,11.4,11.5,40580,12.6,11.4,12,-0.5,-4.17,0,0,0,11,10.43,null,null,null,null,0
DXV,12/1/2009 12:00:00 AM,12.5,12.5,12,12,30080,12.6,11.4,12,0,0,0,0,0,11.3,10.66,null,null,null,null,0
DXV,11/30/2009 12:00:00 AM,12.2,12.2,12,12,42230,12.6,11.4,12,0,0,0,0,0,11.5,10.86,null,null,null,null,0
DXV,11/27/2009 12:00:00 AM,11,12,11,12,132370,12,11,11.5,0.5,4.35,0,50,25840,11.7,11.1,null,null,null,null,0
DXV,11/26/2009 12:00:00 AM,11.5,11.5,11.5,11.5,22950,12.7,11.5,12.1,-0.6,-4.96,0,50,0,11.8,11.25,null,null,null,null,0
DXV,11/25/2009 12:00:00 AM,12.5,12.5,12.1,12.1,48610,13.3,12.1,12.7,-0.6,-4.72,0,0,0,11.92,11.46,null,null,null,null,0
DXV,11/24/2009 12:00:00 AM,12.6,12.9,12.6,12.7,42260,13.4,12.2,12.8,-0.1,-0.78,0,0,0,12.06,11.68,10.75,null,null,null,Infinity
DXV,11/23/2009 12:00:00 AM,13.1,13.1,12.5,12.8,49420,13.6,12.4,13,-0.2,-1.54,0,0,0,12.22,11.86,10.885,null,null,null,1.37101
DXV,11/20/2009 12:00:00 AM,12.7,13,12.7,13,107620,13,11.8,12.4,0.6,4.84,0,0,0,12.42,12.06,11.05,null,null,null,1.399961
DXV,11/19/2009 12:00:00 AM,12.8,12.9,12.4,12.4,105300,13,11.8,12.4,0,0,0,0,0,12.6,12.2,11.205,null,null,null,1.114326
DXV,11/18/2009 12:00:00 AM,12.6,13,12.4,12.4,35230,13.2,12,12.6,-0.2,-1.59,0,0,0,12.66,12.29,11.36,null,null,null,1.065108
DXV,11/17/2009 12:00:00 AM,0,12.7,12.5,12.6,28890,13.3,12.1,12.7,-0.1,-0.79,0,0,0,12.64,12.35,11.505,null,null,null,0.9952803
DXV,11/16/2009 12:00:00 AM,12.7,13.2,12.7,12.7,23420,13.6,12.4,13,-0.3,-2.31,0,0,0,12.62,12.42,11.64,null,null,null,1.139919
DXV,11/13/2009 12:00:00 AM,12.8,13,12.8,13,15280,13.8,12.6,13.2,-0.2,-1.52,0,0,0,12.62,12.52,11.81,null,null,null,1.128925
DXV,11/12/2009 12:00:00 AM,12.7,13.2,12.7,13.2,46880,13.8,12.6,12.7,0.5,3.94,0,0,0,12.78,12.69,11.97,null,null,null,1.13796
