CODE,DATE,CLOSING PRICE,CLOSING PRICE,CLOSING PRICE
NYA,2/16/2006,8086.74,8086.74,8086.74
NYA,2/17/2006,8092.42,8092.42,8092.42
NYA,2/21/2006,8082.66,8082.66,8082.66
NYA,2/22/2006,8128.2,8128.2,8128.2
NYA,2/23/2006,8107.76,8107.76,8107.76
NYA,2/24/2006,8126.03,8126.03,8126.03
NYA,2/27/2006,8139.67,8139.67,8139.67
NYA,2/28/2006,8060.61,8060.61,8060.61
NYA,3/1/2006,8130.63,8130.63,8130.63
NYA,3/2/2006,8126.53,8126.53,8126.53
NYA,3/3/2006,8119.91,8119.91,8119.91
NYA,3/6/2006,8067.44,8067.44,8067.44
NYA,3/7/2006,8017.36,8017.36,8017.36
NYA,3/8/2006,8026.09,8026.09,8026.09
NYA,3/9/2006,8007.83,8007.83,8007.83
NYA,3/10/2006,8079.24,8079.24,8079.24
NYA,3/13/2006,8114.11,8114.11,8114.11
NYA,3/14/2006,8197.6,8197.6,8197.6
NYA,3/15/2006,8236.69,8236.69,8236.69
NYA,3/16/2006,8261.92,8261.92,8261.92
NYA,3/17/2006,8271.61,8271.61,8271.61
NYA,3/20/2006,8255.64,8255.64,8255.64
NYA,3/21/2006,8199.84,8199.84,8199.84
NYA,3/22/2006,8255.88,8255.88,8255.88
NYA,3/23/2006,8227.04,8227.04,8227.04
NYA,3/24/2006,8252.39,8252.39,8252.39
NYA,3/27/2006,8232.02,8232.02,8232.02
NYA,3/28/2006,8175.72,8175.72,8175.72
NYA,3/29/2006,8249.38,8249.38,8249.38
NYA,3/30/2006,8271.79,8271.79,8271.79
NYA,3/31/2006,8233.2,8233.2,8233.2
NYA,4/3/2006,8269.65,8269.65,8269.65
NYA,4/4/2006,8324.75,8324.75,8324.75
NYA,4/5/2006,8369.17,8369.17,8369.17
NYA,4/6/2006,8359.82,8359.82,8359.82
NYA,4/7/2006,8270.65,8270.65,8270.65
NYA,4/10/2006,8283.08,8283.08,8283.08
NYA,4/11/2006,8214.46,8214.46,8214.46
NYA,4/12/2006,8220.55,8220.55,8220.55
NYA,4/13/2006,8227.95,8227.95,8227.95
NYA,4/17/2006,8242.15,8242.15,8242.15
NYA,4/18/2006,8389.44,8389.44,8389.44
NYA,4/19/2006,8431.25,8431.25,8431.25
NYA,4/20/2006,8422.13,8422.13,8422.13
NYA,4/21/2006,8461.06,8461.06,8461.06
NYA,4/24/2006,8440.59,8440.59,8440.59
NYA,4/25/2006,8405.92,8405.92,8405.92
NYA,4/26/2006,8429.86,8429.86,8429.86
NYA,4/27/2006,8440.5,8440.5,8440.5
NYA,4/28/2006,8471.43,8471.43,8471.43
NYA,5/1/2006,8461.75,8461.75,8461.75
NYA,5/2/2006,8541.8,8541.8,8541.8
NYA,5/3/2006,8497.23,8497.23,8497.23
NYA,5/4/2006,8531.61,8531.61,8531.61
NYA,5/5/2006,8632.94,8632.94,8632.94
NYA,5/8/2006,8623.22,8623.22,8623.22
NYA,5/9/2006,8646.96,8646.96,8646.96
NYA,5/10/2006,8631.59,8631.59,8631.59
NYA,5/11/2006,8526.74,8526.74,8526.74
NYA,5/12/2006,8411.26,8411.26,8411.26
NYA,5/15/2006,8378.21,8378.21,8378.21
NYA,5/16/2006,8387.57,8387.57,8387.57
NYA,5/17/2006,8199.38,8199.38,8199.38
NYA,5/18/2006,8148.18,8148.18,8148.18
NYA,5/19/2006,8176.06,8176.06,8176.06
NYA,5/22/2006,8094.8,8094.8,8094.8
NYA,5/23/2006,8094.96,8094.96,8094.96
NYA,5/24/2006,8062.93,8062.93,8062.93
NYA,5/25/2006,8187.4,8187.4,8187.4
NYA,5/26/2006,8241.15,8241.15,8241.15
NYA,5/30/2006,8110.99,8110.99,8110.99
NYA,5/31/2006,8189.11,8189.11,8189.11
NYA,6/1/2006,8270.88,8270.88,8270.88
NYA,6/2/2006,8305.25,8305.25,8305.25
NYA,6/5/2006,8145.53,8145.53,8145.53
NYA,6/6/2006,8100.71,8100.71,8100.71
NYA,6/7/2006,8037.06,8037.06,8037.06
NYA,6/8/2006,7992.49,7992.49,7992.49
NYA,6/9/2006,7965.32,7965.32,7965.32
NYA,6/12/2006,7855.44,7855.44,7855.44
NYA,6/13/2006,7719.78,7719.78,7719.78
NYA,6/14/2006,7780.33,7780.33,7780.33
NYA,6/15/2006,7976.45,7976.45,7976.45
NYA,6/16/2006,7933.86,7933.86,7933.86
NYA,6/19/2006,7850.23,7850.23,7850.23
NYA,6/20/2006,7860.36,7860.36,7860.36
NYA,6/21/2006,7953.46,7953.46,7953.46
NYA,6/22/2006,7920.32,7920.32,7920.32
NYA,6/23/2006,7924.62,7924.62,7924.62
NYA,6/26/2006,7966.79,7966.79,7966.79
NYA,6/27/2006,7886.48,7886.48,7886.48
NYA,6/28/2006,7929.7,7929.7,7929.7
NYA,6/29/2006,8138.86,8138.86,8138.86
NYA,6/30/2006,8169.07,8169.07,8169.07
NYA,7/3/2006,8241.51,8241.51,8241.51
NYA,7/5/2006,8163.94,8163.94,8163.94
NYA,7/6/2006,8197.84,8197.84,8197.84
NYA,7/7/2006,8155.05,8155.05,8155.05
NYA,7/10/2006,8175.18,8175.18,8175.18
NYA,7/11/2006,8206.28,8206.28,8206.28
NYA,7/12/2006,8113.18,8113.18,8113.18
NYA,7/13/2006,7991.85,7991.85,7991.85
NYA,7/14/2006,7950.07,7950.07,7950.07
NYA,7/17/2006,7892.87,7892.87,7892.87
NYA,7/18/2006,7898.36,7898.36,7898.36
NYA,7/19/2006,8076.65,8076.65,8076.65
NYA,7/20/2006,8007.53,8007.53,8007.53
NYA,7/21/2006,7953.14,7953.14,7953.14
NYA,7/24/2006,8099.94,8099.94,8099.94
NYA,7/25/2006,8149.77,8149.77,8149.77
NYA,7/26/2006,8164.26,8164.26,8164.26
NYA,7/27/2006,8144.86,8144.86,8144.86
NYA,7/28/2006,8254.98,8254.98,8254.98
NYA,7/31/2006,8242.12,8242.12,8242.12
NYA,8/1/2006,8206.1,8206.1,8206.1
NYA,8/2/2006,8259.91,8259.91,8259.91
NYA,8/3/2006,8262.44,8262.44,8262.44
NYA,8/4/2006,8270.92,8270.92,8270.92
NYA,8/7/2006,8238.53,8238.53,8238.53
NYA,8/8/2006,8210.19,8210.19,8210.19
NYA,8/9/2006,8192.63,8192.63,8192.63
NYA,8/10/2006,8209.78,8209.78,8209.78
NYA,8/11/2006,8163.28,8163.28,8163.28
NYA,8/14/2006,8169.68,8169.68,8169.68
NYA,8/15/2006,8296.02,8296.02,8296.02
NYA,8/16/2006,8357.4,8357.4,8357.4
NYA,8/17/2006,8354.07,8354.07,8354.07
NYA,8/18/2006,8379.93,8379.93,8379.93
NYA,8/21/2006,8361.7,8361.7,8361.7
NYA,8/22/2006,8364.24,8364.24,8364.24
NYA,8/23/2006,8320.19,8320.19,8320.19
NYA,8/24/2006,8327.57,8327.57,8327.57
NYA,8/25/2006,8318.03,8318.03,8318.03
NYA,8/28/2006,8359.18,8359.18,8359.18
NYA,8/29/2006,8383.64,8383.64,8383.64
NYA,8/30/2006,8388.38,8388.38,8388.38
NYA,8/31/2006,8388.56,8388.56,8388.56
NYA,9/1/2006,8435.75,8435.75,8435.75
NYA,9/5/2006,8452.96,8452.96,8452.96
NYA,9/6/2006,8345.22,8345.22,8345.22
NYA,9/7/2006,8287.81,8287.81,8287.81
NYA,9/8/2006,8294.64,8294.64,8294.64
NYA,9/11/2006,8262.17,8262.17,8262.17
NYA,9/12/2006,8348.32,8348.32,8348.32
NYA,9/13/2006,8382.7,8382.7,8382.7
NYA,9/14/2006,8357.81,8357.81,8357.81
NYA,9/15/2006,8363.45,8363.45,8363.45
NYA,9/18/2006,8390.47,8390.47,8390.47
NYA,9/19/2006,8347.57,8347.57,8347.57
NYA,9/20/2006,8391.84,8391.84,8391.84
NYA,9/21/2006,8373.31,8373.31,8373.31
NYA,9/22/2006,8344.67,8344.67,8344.67
NYA,9/25/2006,8398.38,8398.38,8398.38
NYA,9/26/2006,8451.79,8451.79,8451.79
NYA,9/27/2006,8476.51,8476.51,8476.51
NYA,9/28/2006,8490.68,8490.68,8490.68
NYA,9/29/2006,8469.65,8469.65,8469.65
NYA,10/2/2006,8461.38,8461.38,8461.38
NYA,10/3/2006,8447.83,8447.83,8447.83
NYA,10/4/2006,8538.67,8538.67,8538.67
NYA,10/5/2006,8570.48,8570.48,8570.48
NYA,10/6/2006,8534.32,8534.32,8534.32
NYA,10/9/2006,8538.4,8538.4,8538.4
NYA,10/10/2006,8563.6,8563.6,8563.6
NYA,10/11/2006,8540.64,8540.64,8540.64
NYA,10/12/2006,8626.86,8626.86,8626.86
NYA,10/13/2006,8645.5,8645.5,8645.5
NYA,10/16/2006,8692.46,8692.46,8692.46
NYA,10/17/2006,8646.45,8646.45,8646.45
NYA,10/18/2006,8663.54,8663.54,8663.54
NYA,10/19/2006,8700.81,8700.81,8700.81
NYA,10/20/2006,8702.03,8702.03,8702.03
NYA,10/23/2006,8736.59,8736.59,8736.59
NYA,10/24/2006,8750.07,8750.07,8750.07
NYA,10/25/2006,8795.76,8795.76,8795.76
NYA,10/26/2006,8845.32,8845.32,8845.32
NYA,10/27/2006,8779.87,8779.87,8779.87
NYA,10/30/2006,8766.78,8766.78,8766.78
NYA,10/31/2006,8774.98,8774.98,8774.98
NYA,11/1/2006,8718.14,8718.14,8718.14
NYA,11/2/2006,8722.57,8722.57,8722.57
NYA,11/3/2006,8716.76,8716.76,8716.76
NYA,11/6/2006,8819.62,8819.62,8819.62
NYA,11/7/2006,8835.22,8835.22,8835.22
NYA,11/8/2006,8857.55,8857.55,8857.55
NYA,11/9/2006,8813.73,8813.73,8813.73
NYA,11/10/2006,8827.98,8827.98,8827.98
NYA,11/13/2006,8823.98,8823.98,8823.98
NYA,11/14/2006,8880.47,8880.47,8880.47
NYA,11/15/2006,8901.55,8901.55,8901.55
NYA,11/16/2006,8894.48,8894.48,8894.48
NYA,11/17/2006,8897.17,8897.17,8897.17
NYA,11/20/2006,8884.17,8884.17,8884.17
NYA,11/21/2006,8918.08,8918.08,8918.08
NYA,11/22/2006,8948.94,8948.94,8948.94
NYA,11/24/2006,8933.43,8933.43,8933.43
NYA,11/27/2006,8820.59,8820.59,8820.59
NYA,11/28/2006,8851.64,8851.64,8851.64
NYA,11/29/2006,8947.17,8947.17,8947.17
NYA,11/30/2006,8969,8969,8969
NYA,12/1/2006,8949.07,8949.07,8949.07
NYA,12/4/2006,9019.03,9019.03,9019.03
NYA,12/5/2006,9064.93,9064.93,9064.93
NYA,12/6/2006,9047.76,9047.76,9047.76
NYA,12/7/2006,9041.98,9041.98,9041.98
NYA,12/8/2006,9042.19,9042.19,9042.19
NYA,12/11/2006,9064.69,9064.69,9064.69
NYA,12/12/2006,9059.26,9059.26,9059.26
NYA,12/13/2006,9082.13,9082.13,9082.13
NYA,12/14/2006,9147.2,9147.2,9147.2
NYA,12/15/2006,9140.39,9140.39,9140.39
NYA,12/18/2006,9105.05,9105.05,9105.05
NYA,12/19/2006,9139.44,9139.44,9139.44
NYA,12/20/2006,9128.88,9128.88,9128.88
NYA,12/21/2006,9103.45,9103.45,9103.45
NYA,12/22/2006,9062.13,9062.13,9062.13
NYA,12/26/2006,9102.25,9102.25,9102.25
NYA,12/27/2006,9179.4,9179.4,9179.4
NYA,12/28/2006,9172.76,9172.76,9172.76
NYA,12/29/2006,9139.02,9139.02,9139.02
NYA,1/3/2007,9132.22,9132.22,9132.22
NYA,1/4/2007,9113.16,9113.16,9113.16
NYA,1/5/2007,9025.04,9025.04,9025.04
NYA,1/8/2007,9041.12,9041.12,9041.12
NYA,1/9/2007,9023.9,9023.9,9023.9
NYA,1/10/2007,9003.12,9003.12,9003.12
NYA,1/11/2007,9063.09,9063.09,9063.09
NYA,1/12/2007,9139.94,9139.94,9139.94
NYA,1/16/2007,9139.56,9139.56,9139.56
NYA,1/17/2007,9146.26,9146.26,9146.26
NYA,1/18/2007,9125.38,9125.38,9125.38
NYA,1/19/2007,9179.53,9179.53,9179.53
NYA,1/22/2007,9130.92,9130.92,9130.92
NYA,1/23/2007,9199.73,9199.73,9199.73
NYA,1/24/2007,9268.49,9268.49,9268.49
NYA,1/25/2007,9154.66,9154.66,9154.66
NYA,1/26/2007,9154.1,9154.1,9154.1
NYA,1/29/2007,9139.55,9139.55,9139.55
NYA,1/30/2007,9206.39,9206.39,9206.39
NYA,1/31/2007,9254.73,9254.73,9254.73
NYA,2/1/2007,9327.69,9327.69,9327.69
NYA,2/2/2007,9325.24,9325.24,9325.24
NYA,2/5/2007,9313.21,9313.21,9313.21
NYA,2/6/2007,9345.25,9345.25,9345.25
NYA,2/7/2007,9353.62,9353.62,9353.62
NYA,2/8/2007,9345.54,9345.54,9345.54
NYA,2/9/2007,9291.65,9291.65,9291.65
NYA,2/12/2007,9258.32,9258.32,9258.32
NYA,2/13/2007,9351.35,9351.35,9351.35
NYA,2/14/2007,9427.31,9427.31,9427.31
NYA,2/15/2007,9434.96,9434.96,9434.96
NYA,2/16/2007,9433.42,9433.42,9433.42
NYA,2/20/2007,9453.93,9453.93,9453.93
NYA,2/21/2007,9433.53,9433.53,9433.53
NYA,2/22/2007,9433.06,9433.06,9433.06
NYA,2/23/2007,9420.2,9420.2,9420.2
NYA,2/26/2007,9421.44,9421.44,9421.44
NYA,2/27/2007,9079.41,9079.41,9079.41
NYA,2/28/2007,9124.54,9124.54,9124.54
NYA,3/1/2007,9074.27,9074.27,9074.27
NYA,3/2/2007,8957.97,8957.97,8957.97
NYA,3/5/2007,8837.97,8837.97,8837.97
NYA,3/6/2007,9006.01,9006.01,9006.01
NYA,3/7/2007,8999.2,8999.2,8999.2
NYA,3/8/2007,9078.65,9078.65,9078.65
NYA,3/9/2007,9094.99,9094.99,9094.99
NYA,3/12/2007,9120.93,9120.93,9120.93
NYA,3/13/2007,8926.88,8926.88,8926.88
NYA,3/14/2007,8958.61,8958.61,8958.61
NYA,3/15/2007,9005.25,9005.25,9005.25
NYA,3/16/2007,8983.01,8983.01,8983.01
NYA,3/19/2007,9091,9091,9091
NYA,3/20/2007,9158.27,9158.27,9158.27
NYA,3/21/2007,9317.73,9317.73,9317.73
NYA,3/22/2007,9313.82,9313.82,9313.82
NYA,3/23/2007,9338.4,9338.4,9338.4
NYA,3/26/2007,9341.36,9341.36,9341.36
NYA,3/27/2007,9288.79,9288.79,9288.79
NYA,3/28/2007,9218.53,9218.53,9218.53
NYA,3/29/2007,9279.08,9279.08,9279.08
NYA,3/30/2007,9261.82,9261.82,9261.82
NYA,4/2/2007,9305.55,9305.55,9305.55
NYA,4/3/2007,9381.46,9381.46,9381.46
NYA,4/4/2007,9398.56,9398.56,9398.56
NYA,4/5/2007,9426.57,9426.57,9426.57
NYA,4/9/2007,9429.21,9429.21,9429.21
NYA,4/10/2007,9468.7,9468.7,9468.7
NYA,4/11/2007,9413.63,9413.63,9413.63
NYA,4/12/2007,9477.76,9477.76,9477.76
NYA,4/13/2007,9522.86,9522.86,9522.86
NYA,4/16/2007,9625.53,9625.53,9625.53
NYA,4/17/2007,9631.69,9631.69,9631.69
NYA,4/18/2007,9634.87,9634.87,9634.87
NYA,4/19/2007,9601.69,9601.69,9601.69
NYA,4/20/2007,9697.34,9697.34,9697.34
NYA,4/23/2007,9660.56,9660.56,9660.56
NYA,4/24/2007,9648.5,9648.5,9648.5
NYA,4/25/2007,9746.57,9746.57,9746.57
NYA,4/26/2007,9715.49,9715.49,9715.49
NYA,4/27/2007,9705.36,9705.36,9705.36
NYA,4/30/2007,9627.73,9627.73,9627.73
NYA,5/1/2007,9639.79,9639.79,9639.79
NYA,5/2/2007,9718,9718,9718
NYA,5/3/2007,9753.94,9753.94,9753.94
NYA,5/4/2007,9793,9793,9793
NYA,5/7/2007,9825.09,9825.09,9825.09
NYA,5/8/2007,9788.03,9788.03,9788.03
NYA,5/9/2007,9827.93,9827.93,9827.93
NYA,5/10/2007,9669.37,9669.37,9669.37
NYA,5/11/2007,9787.03,9787.03,9787.03
NYA,5/14/2007,9765.38,9765.38,9765.38
NYA,5/15/2007,9764.73,9764.73,9764.73
NYA,5/16/2007,9825.43,9825.43,9825.43
NYA,5/17/2007,9818.98,9818.98,9818.98
NYA,5/18/2007,9893.74,9893.74,9893.74
NYA,5/21/2007,9897.46,9897.46,9897.46
NYA,5/22/2007,9900.96,9900.96,9900.96
NYA,5/23/2007,9913.66,9913.66,9913.66
NYA,5/24/2007,9812.51,9812.51,9812.51
NYA,5/25/2007,9876.11,9876.11,9876.11
NYA,5/29/2007,9892.49,9892.49,9892.49
NYA,5/30/2007,9963.61,9963.61,9963.61
NYA,5/31/2007,9978.64,9978.64,9978.64
NYA,6/1/2007,10042.6,10042.6,10042.6
NYA,6/4/2007,10064.05,10064.05,10064.05
NYA,6/5/2007,10001.47,10001.47,10001.47
NYA,6/6/2007,9895.01,9895.01,9895.01
NYA,6/7/2007,9720.94,9720.94,9720.94
NYA,6/8/2007,9826.07,9826.07,9826.07
NYA,6/11/2007,9841.73,9841.73,9841.73
NYA,6/12/2007,9724.49,9724.49,9724.49
NYA,6/13/2007,9863.5,9863.5,9863.5
NYA,6/14/2007,9926.79,9926.79,9926.79
NYA,6/15/2007,10013.93,10013.93,10013.93
NYA,6/18/2007,10005.47,10005.47,10005.47
NYA,6/19/2007,10026.52,10026.52,10026.52
NYA,6/20/2007,9905.08,9905.08,9905.08
NYA,6/21/2007,9960.79,9960.79,9960.79
NYA,6/22/2007,9848.97,9848.97,9848.97
NYA,6/25/2007,9807.18,9807.18,9807.18
NYA,6/26/2007,9774.29,9774.29,9774.29
NYA,6/27/2007,9848.91,9848.91,9848.91
NYA,6/28/2007,9865.77,9865.77,9865.77
NYA,6/29/2007,9873.02,9873.02,9873.02
NYA,7/2/2007,9997.43,9997.43,9997.43
NYA,7/3/2007,10032.61,10032.61,10032.61
NYA,7/5/2007,10026.24,10026.24,10026.24
NYA,7/6/2007,10075.39,10075.39,10075.39
NYA,7/9/2007,10099.6,10099.6,10099.6
NYA,7/10/2007,9953.57,9953.57,9953.57
NYA,7/11/2007,10014.68,10014.68,10014.68
NYA,7/12/2007,10197.69,10197.69,10197.69
NYA,7/13/2007,10220.67,10220.67,10220.67
NYA,7/16/2007,10188.18,10188.18,10188.18
NYA,7/17/2007,10170.36,10170.36,10170.36
NYA,7/18/2007,10148.28,10148.28,10148.28
NYA,7/19/2007,10194.01,10194.01,10194.01
NYA,7/20/2007,10072.93,10072.93,10072.93
NYA,7/23/2007,10121.58,10121.58,10121.58
NYA,7/24/2007,9909.95,9909.95,9909.95
NYA,7/25/2007,9930.36,9930.36,9930.36
NYA,7/26/2007,9654.38,9654.38,9654.38
NYA,7/27/2007,9508.23,9508.23,9508.23
NYA,7/30/2007,9623.18,9623.18,9623.18
NYA,7/31/2007,9554.5,9554.5,9554.5
NYA,8/1/2007,9573.05,9573.05,9573.05
NYA,8/2/2007,9619.33,9619.33,9619.33
NYA,8/3/2007,9370.6,9370.6,9370.6
NYA,8/6/2007,9553.77,9553.77,9553.77
NYA,8/7/2007,9606.07,9606.07,9606.07
NYA,8/8/2007,9746.2,9746.2,9746.2
NYA,8/9/2007,9449.31,9449.31,9449.31
NYA,8/10/2007,9435.04,9435.04,9435.04
NYA,8/13/2007,9428.86,9428.86,9428.86
NYA,8/14/2007,9254.27,9254.27,9254.27
NYA,8/15/2007,9089.04,9089.04,9089.04
NYA,8/16/2007,9087.1,9087.1,9087.1
NYA,8/17/2007,9314.99,9314.99,9314.99
NYA,8/20/2007,9326.21,9326.21,9326.21
NYA,8/21/2007,9332.54,9332.54,9332.54
NYA,8/22/2007,9477.13,9477.13,9477.13
NYA,8/23/2007,9478.62,9478.62,9478.62
NYA,8/24/2007,9607.04,9607.04,9607.04
NYA,8/27/2007,9528.93,9528.93,9528.93
NYA,8/28/2007,9289.49,9289.49,9289.49
NYA,8/29/2007,9508.92,9508.92,9508.92
NYA,8/30/2007,9456.64,9456.64,9456.64
NYA,8/31/2007,9596.98,9596.98,9596.98
NYA,9/4/2007,9698.68,9698.68,9698.68
NYA,9/5/2007,9583.17,9583.17,9583.17
NYA,9/6/2007,9637.55,9637.55,9637.55
NYA,9/7/2007,9486.44,9486.44,9486.44
NYA,9/10/2007,9457.64,9457.64,9457.64
NYA,9/11/2007,9597.61,9597.61,9597.61
NYA,9/12/2007,9598.73,9598.73,9598.73
NYA,9/13/2007,9678.12,9678.12,9678.12
NYA,9/14/2007,9673.65,9673.65,9673.65
NYA,9/17/2007,9607.75,9607.75,9607.75
NYA,9/18/2007,9909.03,9909.03,9909.03
NYA,9/19/2007,9970.9,9970.9,9970.9
NYA,9/20/2007,9936.47,9936.47,9936.47
NYA,9/21/2007,9981.83,9981.83,9981.83
NYA,9/24/2007,9946.42,9946.42,9946.42
NYA,9/25/2007,9933.82,9933.82,9933.82
NYA,9/26/2007,9980.12,9980.12,9980.12
NYA,9/27/2007,10056.95,10056.95,10056.95
NYA,9/28/2007,10039.28,10039.28,10039.28
NYA,10/1/2007,10184.5,10184.5,10184.5
NYA,10/2/2007,10175.84,10175.84,10175.84
NYA,10/3/2007,10101.03,10101.03,10101.03
NYA,10/4/2007,10142.93,10142.93,10142.93
NYA,10/5/2007,10247.93,10247.93,10247.93
NYA,10/8/2007,10186.43,10186.43,10186.43
NYA,10/9/2007,10280.31,10280.31,10280.31
NYA,10/10/2007,10264.5,10264.5,10264.5
NYA,10/11/2007,10245.25,10245.25,10245.25
NYA,10/12/2007,10301.49,10301.49,10301.49
NYA,10/15/2007,10216.29,10216.29,10216.29
NYA,10/16/2007,10125.4,10125.4,10125.4
NYA,10/17/2007,10165.3,10165.3,10165.3
NYA,10/18/2007,10174.61,10174.61,10174.61
NYA,10/19/2007,9920.27,9920.27,9920.27
NYA,10/22/2007,9930.78,9930.78,9930.78
NYA,10/23/2007,10040.99,10040.99,10040.99
NYA,10/24/2007,10009.3,10009.3,10009.3
NYA,10/25/2007,10029.55,10029.55,10029.55
NYA,10/26/2007,10189.13,10189.13,10189.13
NYA,10/29/2007,10256.22,10256.22,10256.22
NYA,10/30/2007,10164.97,10164.97,10164.97
NYA,10/31/2007,10311.61,10311.61,10311.61
NYA,11/1/2007,10022.08,10022.08,10022.08
NYA,11/2/2007,10052.26,10052.26,10052.26
NYA,11/5/2007,9958.82,9958.82,9958.82
NYA,11/6/2007,10102.41,10102.41,10102.41
NYA,11/7/2007,9830.15,9830.15,9830.15
NYA,11/8/2007,9877.47,9877.47,9877.47
NYA,11/9/2007,9733.34,9733.34,9733.34
NYA,11/12/2007,9569.97,9569.97,9569.97
NYA,11/13/2007,9860.98,9860.98,9860.98
NYA,11/14/2007,9809.15,9809.15,9809.15
NYA,11/15/2007,9652.52,9652.52,9652.52
NYA,11/16/2007,9701.38,9701.38,9701.38
NYA,11/19/2007,9497.33,9497.33,9497.33
NYA,11/20/2007,9575.29,9575.29,9575.29
NYA,11/21/2007,9405.22,9405.22,9405.22
NYA,11/23/2007,9582.98,9582.98,9582.98
NYA,11/26/2007,9389.5,9389.5,9389.5
NYA,11/27/2007,9521.76,9521.76,9521.76
NYA,11/28/2007,9791.05,9791.05,9791.05
NYA,11/29/2007,9773.57,9773.57,9773.57
NYA,11/30/2007,9856.85,9856.85,9856.85
NYA,12/3/2007,9811.86,9811.86,9811.86
NYA,12/4/2007,9748.38,9748.38,9748.38
NYA,12/5/2007,9887.6,9887.6,9887.6
NYA,12/6/2007,10030.15,10030.15,10030.15
NYA,12/7/2007,10023.58,10023.58,10023.58
NYA,12/10/2007,10104.42,10104.42,10104.42
NYA,12/11/2007,9838.26,9838.26,9838.26
NYA,12/12/2007,9921.64,9921.64,9921.64
NYA,12/13/2007,9864.28,9864.28,9864.28
NYA,12/14/2007,9698.37,9698.37,9698.37
NYA,12/17/2007,9528.67,9528.67,9528.67
NYA,12/18/2007,9602.55,9602.55,9602.55
NYA,12/19/2007,9586.07,9586.07,9586.07
NYA,12/20/2007,9622.27,9622.27,9622.27
NYA,12/21/2007,9787.93,9787.93,9787.93
NYA,12/24/2007,9873.48,9873.48,9873.48
NYA,12/26/2007,9894.15,9894.15,9894.15
NYA,12/27/2007,9779.3,9779.3,9779.3
NYA,12/28/2007,9803.89,9803.89,9803.89
NYA,12/31/2007,9740.32,9740.32,9740.32
